164, Kenna, Brosini ,Blocked, Female, 10-3-10
533, Keen, Shiers ,Blocked, Male, 8-10-6
407, Gar, Crew ,Blocked, Male, 8-10-6
361, Philipa, Lenton ,Blocked, Female, 8-10-9
528, Say, Assel ,Blocked, Male, 8-12-18
349, Merry, Martinho ,Blocked, Male, 8-12-26
631, Demetra, MacDermott ,Blocked, Female, 9-3-12
266, Coriss, Shayes ,Blocked, Female, 9-3-13
292, Matty, McGow ,Blocked, Female, 9-3-13
106, Tristam, Stile ,Blocked, Male, 9-3-16
392, Cathyleen, Nursey ,Blocked, Female, 9-3-21
547, Arleyne, Wanless ,Blocked, Female, 9-3-24
214, Gretal, Leemans ,Blocked, Female, 9-3-33
297, Brodie, Bartosinski ,Blocked, Male, 9-7-12
158, Rayner, Katt ,Blocked, Male, 9-7-21
471, Delmor, Huskinson ,Blocked, Male, 9-7-28
771, Tabatha, Sangar ,Blocked, Female, 9-7-32
492, Hildagarde, Hakonsson ,Blocked, Female, 9-8-13
169, Pooh, Netherclift ,Blocked, Male, 9-8-17
40, Dyanne, Lamdin ,Blocked, Female, 9-8-28
164, Kenna, Brosini ,Blocked, Female, 10-3-10
35, Alyosha, Janak ,Blocked, Male, 10-3-14
352, Aida, Velasquez ,Blocked, Female, 10-3-18
82, Brett, Phebey ,Blocked, Male, 10-3-19
804, Constantia, Sherwen ,Blocked, Female, 10-3-22
659, Kalindi, Shovel ,Blocked, Female, 10-3-30
55, Alexandro, Preon ,Blocked, Male, 10-7-22
436, Emile, Presland ,Blocked, Male, 10-7-23
305, Hirsch, Gowans ,Blocked, Male, 10-7-30
819, Darcy, Huckstepp ,Blocked, Female, 10-8-10
154, Hetti, Wermerling ,Blocked, Female, 10-8-23
779, Torie, Utridge ,Blocked, Female, 6-11-32
95, Dorey, Mylan ,Blocked, Male, 6-11-8
127, Lenci, Woodhall ,Blocked, Male, 6-2-21
769, Aurilia, Bellhouse ,Blocked, Female, 6-9-16
525, Chickie, Antonovic ,Blocked, Female, 7-1-16
274, Salvador, Ceillier ,Blocked, Male, 7-1-20
275, Tiphani, Reinert ,Blocked, Female, 7-1-20
87, Wallie, Georgescu ,Blocked, Male, 7-1-26
496, Rupert, Woods ,Blocked, Male, 7-1-7
235, Murvyn, Illes ,Blocked, Male, 7-1-7
252, Evan, Sanzio ,Blocked, Male, 7-1-7
341, Reinhard, Senechault ,Blocked, Male, 7-10-20
635, Wylie, O'Nion ,Blocked, Male, 7-10-20
792, Clementius, Kippin ,Blocked, Male, 7-10-32
573, Spencer, Cheer ,Blocked, Male, 7-11-10
122, Renie, Hoofe ,Blocked, Female, 7-11-27
508, Buck, Gjerde ,Blocked, Male, 7-11-29
497, Gloriana, Marthen ,Blocked, Female, 7-2-14
304, Dene, Robelin ,Blocked, Male, 7-2-26
851, Zacharia, Pochet ,Blocked, Male, 7-2-28
433, Lidia, Vakhrushin ,Blocked, Female, 7-9-26
132, Raviv, Bygott ,Blocked, Male, 7-9-29
68, Konstance, Siman ,Blocked, Female, 7-9-31
340, Darlene, Geerdts ,Blocked, Female, 8-10-10
205, Garnette, Joust ,Blocked, Female, 8-10-14
865, Marlena, Plant ,Blocked, Female, 8-10-15
157, Clarie, Dalla ,Blocked, Female, 8-10-17
651, Armstrong, Frounks ,Blocked, Male, 8-10-17
255, Chrysler, Sigward ,Blocked, Female, 8-10-19
297, Bren, Dessant ,Blocked, Male, 8-10-19
22, Lazare, Mathon ,Blocked, Male, 8-10-23
263, Dene, Dutt ,Blocked, Male, 8-10-25
275, Tristam, Fyers ,Blocked, Male, 8-10-26
277, Mariejeanne, Jedrys ,Blocked, Female, 8-10-29
533, Keen, Shiers ,Blocked, Male, 8-10-6
407, Gar, Crew ,Blocked, Male, 8-10-6
361, Philipa, Lenton ,Blocked, Female, 8-10-9
528, Say, Assel ,Blocked, Male, 8-12-18
349, Merry, Martinho ,Blocked, Male, 8-12-26
631, Demetra, MacDermott ,Blocked, Female, 9-3-12
266, Coriss, Shayes ,Blocked, Female, 9-3-13
292, Matty, McGow ,Blocked, Female, 9-3-13
106, Tristam, Stile ,Blocked, Male, 9-3-16
392, Cathyleen, Nursey ,Blocked, Female, 9-3-21
547, Arleyne, Wanless ,Blocked, Female, 9-3-24
214, Gretal, Leemans ,Blocked, Female, 9-3-33
297, Brodie, Bartosinski ,Blocked, Male, 9-7-12
158, Rayner, Katt ,Blocked, Male, 9-7-21
471, Delmor, Huskinson ,Blocked, Male, 9-7-28
771, Tabatha, Sangar ,Blocked, Female, 9-7-32
492, Hildagarde, Hakonsson ,Blocked, Female, 9-8-13
169, Pooh, Netherclift ,Blocked, Male, 9-8-17
40, Dyanne, Lamdin ,Blocked, Female, 9-8-28
164, Kenna, Brosini ,Blocked, Female, 10-3-10
35, Alyosha, Janak ,Blocked, Male, 10-3-14
352, Aida, Velasquez ,Blocked, Female, 10-3-18
82, Brett, Phebey ,Blocked, Male, 10-3-19
804, Constantia, Sherwen ,Blocked, Female, 10-3-22
659, Kalindi, Shovel ,Blocked, Female, 10-3-30
55, Alexandro, Preon ,Blocked, Male, 10-7-22
436, Emile, Presland ,Blocked, Male, 10-7-23
305, Hirsch, Gowans ,Blocked, Male, 10-7-30
819, Darcy, Huckstepp ,Blocked, Female, 10-8-10
154, Hetti, Wermerling ,Blocked, Female, 10-8-23
779, Torie, Utridge ,Blocked, Female, 6-11-32
95, Dorey, Mylan ,Blocked, Male, 6-11-8
127, Lenci, Woodhall ,Blocked, Male, 6-2-21
769, Aurilia, Bellhouse ,Blocked, Female, 6-9-16
525, Chickie, Antonovic ,Blocked, Female, 7-1-16
274, Salvador, Ceillier ,Blocked, Male, 7-1-20
275, Tiphani, Reinert ,Blocked, Female, 7-1-20
87, Wallie, Georgescu ,Blocked, Male, 7-1-26
496, Rupert, Woods ,Blocked, Male, 7-1-7
235, Murvyn, Illes ,Blocked, Male, 7-1-7
252, Evan, Sanzio ,Blocked, Male, 7-1-7
341, Reinhard, Senechault ,Blocked, Male, 7-10-20
635, Wylie, O'Nion ,Blocked, Male, 7-10-20
792, Clementius, Kippin ,Blocked, Male, 7-10-32
573, Spencer, Cheer ,Blocked, Male, 7-11-10
122, Renie, Hoofe ,Blocked, Female, 7-11-27
508, Buck, Gjerde ,Blocked, Male, 7-11-29
497, Gloriana, Marthen ,Blocked, Female, 7-2-14
304, Dene, Robelin ,Blocked, Male, 7-2-26
851, Zacharia, Pochet ,Blocked, Male, 7-2-28
433, Lidia, Vakhrushin ,Blocked, Female, 7-9-26
132, Raviv, Bygott ,Blocked, Male, 7-9-29
68, Konstance, Siman ,Blocked, Female, 7-9-31
340, Darlene, Geerdts ,Blocked, Female, 8-10-10
205, Garnette, Joust ,Blocked, Female, 8-10-14
865, Marlena, Plant ,Blocked, Female, 8-10-15
157, Clarie, Dalla ,Blocked, Female, 8-10-17
651, Armstrong, Frounks ,Blocked, Male, 8-10-17
255, Chrysler, Sigward ,Blocked, Female, 8-10-19
297, Bren, Dessant ,Blocked, Male, 8-10-19
22, Lazare, Mathon ,Blocked, Male, 8-10-23
263, Dene, Dutt ,Blocked, Male, 8-10-25
275, Tristam, Fyers ,Blocked, Male, 8-10-26
277, Mariejeanne, Jedrys ,Blocked, Female, 8-10-29
533, Keen, Shiers ,Blocked, Male, 8-10-6
407, Gar, Crew ,Blocked, Male, 8-10-6
361, Philipa, Lenton ,Blocked, Female, 8-10-9
528, Say, Assel ,Blocked, Male, 8-12-18
349, Merry, Martinho ,Blocked, Male, 8-12-26
631, Demetra, MacDermott ,Blocked, Female, 9-3-12
266, Coriss, Shayes ,Blocked, Female, 9-3-13
292, Matty, McGow ,Blocked, Female, 9-3-13
106, Tristam, Stile ,Blocked, Male, 9-3-16
392, Cathyleen, Nursey ,Blocked, Female, 9-3-21
547, Arleyne, Wanless ,Blocked, Female, 9-3-24
214, Gretal, Leemans ,Blocked, Female, 9-3-33
297, Brodie, Bartosinski ,Blocked, Male, 9-7-12
158, Rayner, Katt ,Blocked, Male, 9-7-21
471, Delmor, Huskinson ,Blocked, Male, 9-7-28
771, Tabatha, Sangar ,Blocked, Female, 9-7-32
492, Hildagarde, Hakonsson ,Blocked, Female, 9-8-13
169, Pooh, Netherclift ,Blocked, Male, 9-8-17
40, Dyanne, Lamdin ,Blocked, Female, 9-8-28
164, Kenna, Brosini ,Blocked, Female, 10-3-10
35, Alyosha, Janak ,Blocked, Male, 10-3-14
352, Aida, Velasquez ,Blocked, Female, 10-3-18
82, Brett, Phebey ,Blocked, Male, 10-3-19
804, Constantia, Sherwen ,Blocked, Female, 10-3-22
659, Kalindi, Shovel ,Blocked, Female, 10-3-30
55, Alexandro, Preon ,Blocked, Male, 10-7-22
436, Emile, Presland ,Blocked, Male, 10-7-23
305, Hirsch, Gowans ,Blocked, Male, 10-7-30
819, Darcy, Huckstepp ,Blocked, Female, 10-8-10
154, Hetti, Wermerling ,Blocked, Female, 10-8-23
779, Torie, Utridge ,Blocked, Female, 6-11-32
95, Dorey, Mylan ,Blocked, Male, 6-11-8
127, Lenci, Woodhall ,Blocked, Male, 6-2-21
769, Aurilia, Bellhouse ,Blocked, Female, 6-9-16
525, Chickie, Antonovic ,Blocked, Female, 7-1-16
274, Salvador, Ceillier ,Blocked, Male, 7-1-20
275, Tiphani, Reinert ,Blocked, Female, 7-1-20
87, Wallie, Georgescu ,Blocked, Male, 7-1-26
496, Rupert, Woods ,Blocked, Male, 7-1-7
235, Murvyn, Illes ,Blocked, Male, 7-1-7
252, Evan, Sanzio ,Blocked, Male, 7-1-7
341, Reinhard, Senechault ,Blocked, Male, 7-10-20
635, Wylie, O'Nion ,Blocked, Male, 7-10-20
792, Clementius, Kippin ,Blocked, Male, 7-10-32
573, Spencer, Cheer ,Blocked, Male, 7-11-10
122, Renie, Hoofe ,Blocked, Female, 7-11-27
508, Buck, Gjerde ,Blocked, Male, 7-11-29
497, Gloriana, Marthen ,Blocked, Female, 7-2-14
304, Dene, Robelin ,Blocked, Male, 7-2-26
851, Zacharia, Pochet ,Blocked, Male, 7-2-28
433, Lidia, Vakhrushin ,Blocked, Female, 7-9-26
132, Raviv, Bygott ,Blocked, Male, 7-9-29
68, Konstance, Siman ,Blocked, Female, 7-9-31
340, Darlene, Geerdts ,Blocked, Female, 8-10-10
205, Garnette, Joust ,Blocked, Female, 8-10-14
865, Marlena, Plant ,Blocked, Female, 8-10-15
157, Clarie, Dalla ,Blocked, Female, 8-10-17
651, Armstrong, Frounks ,Blocked, Male, 8-10-17
255, Chrysler, Sigward ,Blocked, Female, 8-10-19
297, Bren, Dessant ,Blocked, Male, 8-10-19
22, Lazare, Mathon ,Blocked, Male, 8-10-23
263, Dene, Dutt ,Blocked, Male, 8-10-25
275, Tristam, Fyers ,Blocked, Male, 8-10-26
277, Mariejeanne, Jedrys ,Blocked, Female, 8-10-29
533, Keen, Shiers ,Blocked, Male, 8-10-6
407, Gar, Crew ,Blocked, Male, 8-10-6
361, Philipa, Lenton ,Blocked, Female, 8-10-9
528, Say, Assel ,Blocked, Male, 8-12-18
349, Merry, Martinho ,Blocked, Male, 8-12-26
631, Demetra, MacDermott ,Blocked, Female, 9-3-12
266, Coriss, Shayes ,Blocked, Female, 9-3-13
292, Matty, McGow ,Blocked, Female, 9-3-13
106, Tristam, Stile ,Blocked, Male, 9-3-16
392, Cathyleen, Nursey ,Blocked, Female, 9-3-21
547, Arleyne, Wanless ,Blocked, Female, 9-3-24
214, Gretal, Leemans ,Blocked, Female, 9-3-33
297, Brodie, Bartosinski ,Blocked, Male, 9-7-12
158, Rayner, Katt ,Blocked, Male, 9-7-21
471, Delmor, Huskinson ,Blocked, Male, 9-7-28
771, Tabatha, Sangar ,Blocked, Female, 9-7-32
492, Hildagarde, Hakonsson ,Blocked, Female, 9-8-13
169, Pooh, Netherclift ,Blocked, Male, 9-8-17
40, Dyanne, Lamdin ,Blocked, Female, 9-8-28
164, Kenna, Brosini ,Blocked, Female, 10-3-10
35, Alyosha, Janak ,Blocked, Male, 10-3-14
352, Aida, Velasquez ,Blocked, Female, 10-3-18
82, Brett, Phebey ,Blocked, Male, 10-3-19
804, Constantia, Sherwen ,Blocked, Female, 10-3-22
659, Kalindi, Shovel ,Blocked, Female, 10-3-30
55, Alexandro, Preon ,Blocked, Male, 10-7-22
436, Emile, Presland ,Blocked, Male, 10-7-23
305, Hirsch, Gowans ,Blocked, Male, 10-7-30
819, Darcy, Huckstepp ,Blocked, Female, 10-8-10
154, Hetti, Wermerling ,Blocked, Female, 10-8-23
779, Torie, Utridge ,Blocked, Female, 6-11-32
95, Dorey, Mylan ,Blocked, Male, 6-11-8
127, Lenci, Woodhall ,Blocked, Male, 6-2-21
769, Aurilia, Bellhouse ,Blocked, Female, 6-9-16
525, Chickie, Antonovic ,Blocked, Female, 7-1-16
274, Salvador, Ceillier ,Blocked, Male, 7-1-20
275, Tiphani, Reinert ,Blocked, Female, 7-1-20
87, Wallie, Georgescu ,Blocked, Male, 7-1-26
496, Rupert, Woods ,Blocked, Male, 7-1-7
235, Murvyn, Illes ,Blocked, Male, 7-1-7
252, Evan, Sanzio ,Blocked, Male, 7-1-7
341, Reinhard, Senechault ,Blocked, Male, 7-10-20
635, Wylie, O'Nion ,Blocked, Male, 7-10-20
792, Clementius, Kippin ,Blocked, Male, 7-10-32
573, Spencer, Cheer ,Blocked, Male, 7-11-10
122, Renie, Hoofe ,Blocked, Female, 7-11-27
508, Buck, Gjerde ,Blocked, Male, 7-11-29
497, Gloriana, Marthen ,Blocked, Female, 7-2-14
304, Dene, Robelin ,Blocked, Male, 7-2-26
851, Zacharia, Pochet ,Blocked, Male, 7-2-28
433, Lidia, Vakhrushin ,Blocked, Female, 7-9-26
132, Raviv, Bygott ,Blocked, Male, 7-9-29
68, Konstance, Siman ,Blocked, Female, 7-9-31
340, Darlene, Geerdts ,Blocked, Female, 8-10-10
205, Garnette, Joust ,Blocked, Female, 8-10-14
865, Marlena, Plant ,Blocked, Female, 8-10-15
157, Clarie, Dalla ,Blocked, Female, 8-10-17
651, Armstrong, Frounks ,Blocked, Male, 8-10-17
255, Chrysler, Sigward ,Blocked, Female, 8-10-19
297, Bren, Dessant ,Blocked, Male, 8-10-19
22, Lazare, Mathon ,Blocked, Male, 8-10-23
263, Dene, Dutt ,Blocked, Male, 8-10-25
275, Tristam, Fyers ,Blocked, Male, 8-10-26
277, Mariejeanne, Jedrys ,Blocked, Female, 8-10-29
533, Keen, Shiers ,Blocked, Male, 8-10-6
407, Gar, Crew ,Blocked, Male, 8-10-6
361, Philipa, Lenton ,Blocked, Female, 8-10-9
528, Say, Assel ,Blocked, Male, 8-12-18
349, Merry, Martinho ,Blocked, Male, 8-12-26
631, Demetra, MacDermott ,Blocked, Female, 9-3-12
266, Coriss, Shayes ,Blocked, Female, 9-3-13
292, Matty, McGow ,Blocked, Female, 9-3-13
106, Tristam, Stile ,Blocked, Male, 9-3-16
392, Cathyleen, Nursey ,Blocked, Female, 9-3-21
547, Arleyne, Wanless ,Blocked, Female, 9-3-24
214, Gretal, Leemans ,Blocked, Female, 9-3-33
297, Brodie, Bartosinski ,Blocked, Male, 9-7-12
158, Rayner, Katt ,Blocked, Male, 9-7-21
471, Delmor, Huskinson ,Blocked, Male, 9-7-28
771, Tabatha, Sangar ,Blocked, Female, 9-7-32
492, Hildagarde, Hakonsson ,Blocked, Female, 9-8-13
169, Pooh, Netherclift ,Blocked, Male, 9-8-17
40, Dyanne, Lamdin ,Blocked, Female, 9-8-28
