372, Harmony, Brede ,Inactive, Female, 5-1-13
524, Darb, Dewberry ,Inactive, Female, 6-11-14
257, Jim, Olney ,Inactive, Male, 6-11-17
219, Agnesse, Causier ,Inactive, Female, 6-11-25
526, Werner, Saint ,Inactive, Male, 6-11-27
247, Julissa, Gunby ,Inactive, Female, 6-11-27
384, Gerik, Shorton ,Inactive, Male, 6-11-29
792, Susanna, Gussin ,Inactive, Female, 6-12-12
255, Minor, Threlfall ,Inactive, Male, 6-12-20
520, Hilario, Evequot ,Inactive, Male, 6-12-32
398, Wilmar, McCurtin ,Inactive, Male, 6-12-8
365, Erich, Greenfield ,Inactive, Male, 6-2-11
497, Annabal, D'Aguanno ,Inactive, Female, 6-2-14
290, Leupold, Elcomb ,Inactive, Male, 6-2-16
300, Olly, Sponer ,Inactive, Female, 6-2-16
477, Florie, McGibbon ,Inactive, Female, 6-9-23
459, Haydon, Murcutt ,Inactive, Male, 6-9-34
515, Avigdor, McClymont ,Inactive, Male, 6-9-7
423, Griselda, Looby ,Inactive, Female, 7-10-10
705, Allys, Maris ,Inactive, Female, 7-10-21
681, Hubey, Jehaes ,Inactive, Male, 7-10-27
594, Daria, Aps ,Inactive, Female, 7-10-34
625, Lenci, Pheby ,Inactive, Male, 7-10-6
376, Layton, Phlipon ,Inactive, Male, 7-10-6
380, Thorpe, Tolan ,Inactive, Male, 7-12-10
315, Cecile, Yakunchikov ,Inactive, Female, 7-12-19
2, Holden, Garrity ,Inactive, Male, 7-12-26
474, Nerita, Skully ,Inactive, Female, 7-12-35
405, Winnifred, Robertot ,Inactive, Female, 7-12-9
60, Aleta, Gier ,Inactive, Female, 7-4-17
23, Grier, Saing ,Inactive, Female, 7-4-20
588, Trumaine, Muckle ,Inactive, Male, 7-4-24
973, Babette, Titley ,Inactive, Female, 7-4-37
178, Gilda, Doick ,Inactive, Female, 7-6-17
457, Nikki, Divver ,Inactive, Male, 8-3-25
348, Brigitta, Clampton ,Inactive, Female, 8-3-9
161, Valentia, MacFaell ,Inactive, Female, 8-4-11
658, Emilio, Coomes ,Inactive, Male, 8-4-19
473, Dallas, Kiltie ,Inactive, Male, 8-4-26
86, Lotte, Dowry ,Inactive, Female, 8-4-30
136, Anton, Hazeldene ,Inactive, Male, 8-4-35
328, Gauthier, McCotter ,Inactive, Male, 8-5-16
762, Andy, Windus ,Inactive, Female, 8-5-32
425, Shelley, Lacrouts ,Inactive, Female, 8-5-36
459, Cornie, Deniscke ,Inactive, Female, 8-5-9
653, Virgie, Andrichak ,Inactive, Male, 8-6-26
475, Tomasine, Iorizzi ,Inactive, Female, 8-6-30
130, Isiahi, Jephson ,Inactive, Male, 8-6-34
153, Jermaine, Spours ,Inactive, Male, 8-7-32
7, Udall, Perche ,Inactive, Male, 8-8-16
613, Beth, Brislane ,Inactive, Female, 8-8-17
413, Ryon, Cossans ,Inactive, Male, 8-8-21
190, Sofia, McCarlie ,Inactive, Female, 8-8-33
603, Karyl, Casson ,Inactive, Female, 8-8-8
193, Emlynne, Hoxey ,Inactive, Female, 9-3-11
9, Dacy, O'Donegan ,Inactive, Female, 9-3-30
503, Isacco, Weild ,Inactive, Male, 9-3-31
178, Dunc, Wilkin ,Inactive, Male, 9-5-18
944, Angie, Penticoot ,Inactive, Female, 9-5-27
931, Bendick, Bampkin ,Inactive, Male, 9-7-10
750, Terrel, Earie ,Inactive, Male, 9-7-23
270, Sibyl, Guthrum ,Inactive, Female, 9-7-26
765, Gabriello, Murrow ,Inactive, Male, 9-8-14
372, Harmony, Brede ,Inactive, Female, 5-1-13
482, Al, Galliard ,Inactive, Male, 5-1-37
228, Sallyanne, Root ,Inactive, Female, 5-11-20
286, Ryon, Slator ,Inactive, Male, 5-2-21
553, Alphonso, de Werk ,Inactive, Male, 5-2-37
341, Juliann, Pirt ,Inactive, Female, 5-9-20
898, Winslow, Cotgrove ,Inactive, Male, 5-9-32
397, Wylma, Dixon ,Inactive, Female, 6-1-16
455, Cindie, Dmitrichenko ,Inactive, Female, 6-1-35
585, Don, De Roos ,Inactive, Male, 6-10-32
524, Darb, Dewberry ,Inactive, Female, 6-11-14
257, Jim, Olney ,Inactive, Male, 6-11-17
219, Agnesse, Causier ,Inactive, Female, 6-11-25
526, Werner, Saint ,Inactive, Male, 6-11-27
247, Julissa, Gunby ,Inactive, Female, 6-11-27
384, Gerik, Shorton ,Inactive, Male, 6-11-29
792, Susanna, Gussin ,Inactive, Female, 6-12-12
255, Minor, Threlfall ,Inactive, Male, 6-12-20
520, Hilario, Evequot ,Inactive, Male, 6-12-32
398, Wilmar, McCurtin ,Inactive, Male, 6-12-8
365, Erich, Greenfield ,Inactive, Male, 6-2-11
497, Annabal, D'Aguanno ,Inactive, Female, 6-2-14
290, Leupold, Elcomb ,Inactive, Male, 6-2-16
300, Olly, Sponer ,Inactive, Female, 6-2-16
477, Florie, McGibbon ,Inactive, Female, 6-9-23
459, Haydon, Murcutt ,Inactive, Male, 6-9-34
515, Avigdor, McClymont ,Inactive, Male, 6-9-7
423, Griselda, Looby ,Inactive, Female, 7-10-10
705, Allys, Maris ,Inactive, Female, 7-10-21
681, Hubey, Jehaes ,Inactive, Male, 7-10-27
594, Daria, Aps ,Inactive, Female, 7-10-34
625, Lenci, Pheby ,Inactive, Male, 7-10-6
376, Layton, Phlipon ,Inactive, Male, 7-10-6
380, Thorpe, Tolan ,Inactive, Male, 7-12-10
315, Cecile, Yakunchikov ,Inactive, Female, 7-12-19
2, Holden, Garrity ,Inactive, Male, 7-12-26
474, Nerita, Skully ,Inactive, Female, 7-12-35
405, Winnifred, Robertot ,Inactive, Female, 7-12-9
60, Aleta, Gier ,Inactive, Female, 7-4-17
23, Grier, Saing ,Inactive, Female, 7-4-20
588, Trumaine, Muckle ,Inactive, Male, 7-4-24
973, Babette, Titley ,Inactive, Female, 7-4-37
178, Gilda, Doick ,Inactive, Female, 7-6-17
457, Nikki, Divver ,Inactive, Male, 8-3-25
348, Brigitta, Clampton ,Inactive, Female, 8-3-9
161, Valentia, MacFaell ,Inactive, Female, 8-4-11
658, Emilio, Coomes ,Inactive, Male, 8-4-19
473, Dallas, Kiltie ,Inactive, Male, 8-4-26
86, Lotte, Dowry ,Inactive, Female, 8-4-30
136, Anton, Hazeldene ,Inactive, Male, 8-4-35
328, Gauthier, McCotter ,Inactive, Male, 8-5-16
762, Andy, Windus ,Inactive, Female, 8-5-32
425, Shelley, Lacrouts ,Inactive, Female, 8-5-36
459, Cornie, Deniscke ,Inactive, Female, 8-5-9
653, Virgie, Andrichak ,Inactive, Male, 8-6-26
475, Tomasine, Iorizzi ,Inactive, Female, 8-6-30
130, Isiahi, Jephson ,Inactive, Male, 8-6-34
153, Jermaine, Spours ,Inactive, Male, 8-7-32
7, Udall, Perche ,Inactive, Male, 8-8-16
613, Beth, Brislane ,Inactive, Female, 8-8-17
413, Ryon, Cossans ,Inactive, Male, 8-8-21
190, Sofia, McCarlie ,Inactive, Female, 8-8-33
603, Karyl, Casson ,Inactive, Female, 8-8-8
193, Emlynne, Hoxey ,Inactive, Female, 9-3-11
9, Dacy, O'Donegan ,Inactive, Female, 9-3-30
503, Isacco, Weild ,Inactive, Male, 9-3-31
178, Dunc, Wilkin ,Inactive, Male, 9-5-18
944, Angie, Penticoot ,Inactive, Female, 9-5-27
931, Bendick, Bampkin ,Inactive, Male, 9-7-10
750, Terrel, Earie ,Inactive, Male, 9-7-23
270, Sibyl, Guthrum ,Inactive, Female, 9-7-26
765, Gabriello, Murrow ,Inactive, Male, 9-8-14
372, Harmony, Brede ,Inactive, Female, 5-1-13
482, Al, Galliard ,Inactive, Male, 5-1-37
228, Sallyanne, Root ,Inactive, Female, 5-11-20
286, Ryon, Slator ,Inactive, Male, 5-2-21
553, Alphonso, de Werk ,Inactive, Male, 5-2-37
341, Juliann, Pirt ,Inactive, Female, 5-9-20
898, Winslow, Cotgrove ,Inactive, Male, 5-9-32
397, Wylma, Dixon ,Inactive, Female, 6-1-16
455, Cindie, Dmitrichenko ,Inactive, Female, 6-1-35
585, Don, De Roos ,Inactive, Male, 6-10-32
524, Darb, Dewberry ,Inactive, Female, 6-11-14
257, Jim, Olney ,Inactive, Male, 6-11-17
219, Agnesse, Causier ,Inactive, Female, 6-11-25
526, Werner, Saint ,Inactive, Male, 6-11-27
247, Julissa, Gunby ,Inactive, Female, 6-11-27
384, Gerik, Shorton ,Inactive, Male, 6-11-29
792, Susanna, Gussin ,Inactive, Female, 6-12-12
255, Minor, Threlfall ,Inactive, Male, 6-12-20
520, Hilario, Evequot ,Inactive, Male, 6-12-32
398, Wilmar, McCurtin ,Inactive, Male, 6-12-8
365, Erich, Greenfield ,Inactive, Male, 6-2-11
497, Annabal, D'Aguanno ,Inactive, Female, 6-2-14
290, Leupold, Elcomb ,Inactive, Male, 6-2-16
300, Olly, Sponer ,Inactive, Female, 6-2-16
477, Florie, McGibbon ,Inactive, Female, 6-9-23
459, Haydon, Murcutt ,Inactive, Male, 6-9-34
515, Avigdor, McClymont ,Inactive, Male, 6-9-7
423, Griselda, Looby ,Inactive, Female, 7-10-10
705, Allys, Maris ,Inactive, Female, 7-10-21
681, Hubey, Jehaes ,Inactive, Male, 7-10-27
594, Daria, Aps ,Inactive, Female, 7-10-34
625, Lenci, Pheby ,Inactive, Male, 7-10-6
376, Layton, Phlipon ,Inactive, Male, 7-10-6
380, Thorpe, Tolan ,Inactive, Male, 7-12-10
315, Cecile, Yakunchikov ,Inactive, Female, 7-12-19
2, Holden, Garrity ,Inactive, Male, 7-12-26
474, Nerita, Skully ,Inactive, Female, 7-12-35
405, Winnifred, Robertot ,Inactive, Female, 7-12-9
60, Aleta, Gier ,Inactive, Female, 7-4-17
23, Grier, Saing ,Inactive, Female, 7-4-20
588, Trumaine, Muckle ,Inactive, Male, 7-4-24
973, Babette, Titley ,Inactive, Female, 7-4-37
178, Gilda, Doick ,Inactive, Female, 7-6-17
457, Nikki, Divver ,Inactive, Male, 8-3-25
348, Brigitta, Clampton ,Inactive, Female, 8-3-9
161, Valentia, MacFaell ,Inactive, Female, 8-4-11
658, Emilio, Coomes ,Inactive, Male, 8-4-19
473, Dallas, Kiltie ,Inactive, Male, 8-4-26
86, Lotte, Dowry ,Inactive, Female, 8-4-30
136, Anton, Hazeldene ,Inactive, Male, 8-4-35
328, Gauthier, McCotter ,Inactive, Male, 8-5-16
762, Andy, Windus ,Inactive, Female, 8-5-32
425, Shelley, Lacrouts ,Inactive, Female, 8-5-36
459, Cornie, Deniscke ,Inactive, Female, 8-5-9
653, Virgie, Andrichak ,Inactive, Male, 8-6-26
475, Tomasine, Iorizzi ,Inactive, Female, 8-6-30
130, Isiahi, Jephson ,Inactive, Male, 8-6-34
153, Jermaine, Spours ,Inactive, Male, 8-7-32
7, Udall, Perche ,Inactive, Male, 8-8-16
613, Beth, Brislane ,Inactive, Female, 8-8-17
413, Ryon, Cossans ,Inactive, Male, 8-8-21
190, Sofia, McCarlie ,Inactive, Female, 8-8-33
603, Karyl, Casson ,Inactive, Female, 8-8-8
193, Emlynne, Hoxey ,Inactive, Female, 9-3-11
9, Dacy, O'Donegan ,Inactive, Female, 9-3-30
503, Isacco, Weild ,Inactive, Male, 9-3-31
178, Dunc, Wilkin ,Inactive, Male, 9-5-18
944, Angie, Penticoot ,Inactive, Female, 9-5-27
931, Bendick, Bampkin ,Inactive, Male, 9-7-10
750, Terrel, Earie ,Inactive, Male, 9-7-23
270, Sibyl, Guthrum ,Inactive, Female, 9-7-26
765, Gabriello, Murrow ,Inactive, Male, 9-8-14
