318, Malia, Garside ,Blocked, Female, 4-1-17
585, Almeria, Wale ,Blocked, Female, 8-5-18
382, Bevan, Butter ,Blocked, Male, 8-5-30
385, Kiley, Speedy ,Blocked, Male, 8-7-14
343, Giffie, Mattson ,Blocked, Male, 8-7-22
614, Sheffield, Kiddell ,Blocked, Male, 8-7-22
54, Alvy, Balfour ,Blocked, Male, 8-7-23
221, Sebastiano, Rameau ,Blocked, Male, 8-7-35
298, Aristotle, Langthorne ,Blocked, Male, 8-7-35
123, Jaime, McDuffy ,Blocked, Female, 8-8-30
421, Alvy, Maffy ,Blocked, Male, 8-8-31
318, Malia, Garside ,Blocked, Female, 4-1-17
128, Brooks, Goude ,Blocked, Male, 4-1-29
107, Skylar, Mattiassi ,Blocked, Male, 4-11-24
202, Kenny, Bowland ,Blocked, Male, 4-2-13
786, Tootsie, Bucknall ,Blocked, Female, 4-2-21
61, Cassandra, Bate ,Blocked, Female, 4-2-9
260, Constantina, Tarply ,Blocked, Female, 4-9-20
331, Hurleigh, Mallya ,Blocked, Male, 4-9-32
504, Kingsly, Stickley ,Blocked, Male, 5-1-11
371, Daisey, Dunning ,Blocked, Female, 5-1-15
428, Ivor, McGhie ,Blocked, Male, 5-1-18
431, Virgilio, Pexton ,Blocked, Male, 5-1-23
94, Lucias, Sowray ,Blocked, Male, 5-1-26
268, Sanderson, Barhims ,Blocked, Male, 5-1-34
25, Karim, Whannel ,Blocked, Male, 5-10-24
822, Nadia, Lapley ,Blocked, Female, 5-11-15
16, Annetta, Smylie ,Blocked, Female, 5-11-31
475, Pier, Luckcock ,Blocked, Female, 5-11-31
245, Emlynn, Brattan ,Blocked, Female, 5-11-34
688, Nevile, Gehringer ,Blocked, Male, 5-11-9
96, Tabb, Wadmore ,Blocked, Male, 5-12-16
281, Sutherland, Dawidowicz ,Blocked, Male, 5-12-16
247, Antonino, Coughlin ,Blocked, Male, 5-12-28
880, Kippy, Hartmann ,Blocked, Male, 5-2-10
779, Kathleen, Cordon ,Blocked, Female, 5-2-10
250, Genni, Eves ,Blocked, Female, 5-2-11
461, Redd, Trotman ,Blocked, Male, 5-2-12
306, Neal, Sole ,Blocked, Male, 5-2-12
359, Kelcey, Clyburn ,Blocked, Female, 5-2-15
586, Dmitri, Ovenell ,Blocked, Male, 5-2-18
533, Sherri, Panyer ,Blocked, Female, 5-2-31
589, Addy, Gyles ,Blocked, Male, 5-9-10
623, Ralf, Earl ,Blocked, Male, 5-9-13
384, Fancie, Willeman ,Blocked, Female, 5-9-23
310, Susi, Aleavy ,Blocked, Female, 5-9-27
611, Kathye, Bountiff ,Blocked, Female, 5-9-34
64, Bartholomeo, Brane ,Blocked, Male, 6-10-11
494, Marion, Willford ,Blocked, Male, 6-10-15
567, Tyler, Duckwith ,Blocked, Male, 6-10-23
18, Clemens, Schorah ,Blocked, Male, 6-10-25
600, Moss, Collopy ,Blocked, Male, 6-10-26
684, Elton, Dimbleby ,Blocked, Male, 6-10-31
126, Susannah, Aldus ,Blocked, Female, 6-10-6
130, Chic, Gillions ,Blocked, Male, 6-12-14
121, Alejoa, Livick ,Blocked, Male, 6-12-15
325, Basile, Keoghan ,Blocked, Male, 6-12-35
184, Alexei, Vashchenko ,Blocked, Male, 6-12-6
456, Alejandro, Westbury ,Blocked, Male, 6-12-9
604, Shurlock, Matskiv ,Blocked, Male, 6-6-12
194, Katha, Le Fevre ,Blocked, Female, 6-6-20
502, Shena, Forestall ,Blocked, Female, 6-6-32
408, Lammond, Render ,Blocked, Male, 7-3-25
168, Arturo, McCaughey ,Blocked, Male, 7-3-9
675, Vasilis, Womersley ,Blocked, Male, 7-4-14
672, Laurens, Meaden ,Blocked, Male, 7-4-19
39, Tarah, Alred ,Blocked, Female, 7-4-31
120, Kimberlee, Gaskins ,Blocked, Female, 7-4-31
696, Julia, Whisker ,Blocked, Female, 7-5-17
171, Cordie, Shearsby ,Blocked, Male, 7-5-25
162, Katinka, Waadenburg ,Blocked, Female, 7-5-8
124, Kort, Clilverd ,Blocked, Male, 7-6-11
137, Svend, McKinnell ,Blocked, Male, 7-6-15
258, Aprilette, Gallear ,Blocked, Female, 7-6-26
157, Fayina, Sondon ,Blocked, Female, 7-6-7
932, Lane, Hammerberger ,Blocked, Female, 7-8-29
500, Wrennie, Stobbie ,Blocked, Female, 7-8-8
64, Ceil, Annakin ,Blocked, Female, 8-3-7
585, Almeria, Wale ,Blocked, Female, 8-5-18
382, Bevan, Butter ,Blocked, Male, 8-5-30
385, Kiley, Speedy ,Blocked, Male, 8-7-14
343, Giffie, Mattson ,Blocked, Male, 8-7-22
614, Sheffield, Kiddell ,Blocked, Male, 8-7-22
54, Alvy, Balfour ,Blocked, Male, 8-7-23
221, Sebastiano, Rameau ,Blocked, Male, 8-7-35
298, Aristotle, Langthorne ,Blocked, Male, 8-7-35
123, Jaime, McDuffy ,Blocked, Female, 8-8-30
421, Alvy, Maffy ,Blocked, Male, 8-8-31
318, Malia, Garside ,Blocked, Female, 4-1-17
128, Brooks, Goude ,Blocked, Male, 4-1-29
107, Skylar, Mattiassi ,Blocked, Male, 4-11-24
202, Kenny, Bowland ,Blocked, Male, 4-2-13
786, Tootsie, Bucknall ,Blocked, Female, 4-2-21
61, Cassandra, Bate ,Blocked, Female, 4-2-9
260, Constantina, Tarply ,Blocked, Female, 4-9-20
331, Hurleigh, Mallya ,Blocked, Male, 4-9-32
504, Kingsly, Stickley ,Blocked, Male, 5-1-11
371, Daisey, Dunning ,Blocked, Female, 5-1-15
428, Ivor, McGhie ,Blocked, Male, 5-1-18
431, Virgilio, Pexton ,Blocked, Male, 5-1-23
94, Lucias, Sowray ,Blocked, Male, 5-1-26
268, Sanderson, Barhims ,Blocked, Male, 5-1-34
25, Karim, Whannel ,Blocked, Male, 5-10-24
822, Nadia, Lapley ,Blocked, Female, 5-11-15
16, Annetta, Smylie ,Blocked, Female, 5-11-31
475, Pier, Luckcock ,Blocked, Female, 5-11-31
245, Emlynn, Brattan ,Blocked, Female, 5-11-34
688, Nevile, Gehringer ,Blocked, Male, 5-11-9
96, Tabb, Wadmore ,Blocked, Male, 5-12-16
281, Sutherland, Dawidowicz ,Blocked, Male, 5-12-16
247, Antonino, Coughlin ,Blocked, Male, 5-12-28
880, Kippy, Hartmann ,Blocked, Male, 5-2-10
779, Kathleen, Cordon ,Blocked, Female, 5-2-10
250, Genni, Eves ,Blocked, Female, 5-2-11
461, Redd, Trotman ,Blocked, Male, 5-2-12
306, Neal, Sole ,Blocked, Male, 5-2-12
359, Kelcey, Clyburn ,Blocked, Female, 5-2-15
586, Dmitri, Ovenell ,Blocked, Male, 5-2-18
533, Sherri, Panyer ,Blocked, Female, 5-2-31
589, Addy, Gyles ,Blocked, Male, 5-9-10
623, Ralf, Earl ,Blocked, Male, 5-9-13
384, Fancie, Willeman ,Blocked, Female, 5-9-23
310, Susi, Aleavy ,Blocked, Female, 5-9-27
611, Kathye, Bountiff ,Blocked, Female, 5-9-34
64, Bartholomeo, Brane ,Blocked, Male, 6-10-11
494, Marion, Willford ,Blocked, Male, 6-10-15
567, Tyler, Duckwith ,Blocked, Male, 6-10-23
18, Clemens, Schorah ,Blocked, Male, 6-10-25
600, Moss, Collopy ,Blocked, Male, 6-10-26
684, Elton, Dimbleby ,Blocked, Male, 6-10-31
126, Susannah, Aldus ,Blocked, Female, 6-10-6
130, Chic, Gillions ,Blocked, Male, 6-12-14
121, Alejoa, Livick ,Blocked, Male, 6-12-15
325, Basile, Keoghan ,Blocked, Male, 6-12-35
184, Alexei, Vashchenko ,Blocked, Male, 6-12-6
456, Alejandro, Westbury ,Blocked, Male, 6-12-9
604, Shurlock, Matskiv ,Blocked, Male, 6-6-12
194, Katha, Le Fevre ,Blocked, Female, 6-6-20
502, Shena, Forestall ,Blocked, Female, 6-6-32
408, Lammond, Render ,Blocked, Male, 7-3-25
168, Arturo, McCaughey ,Blocked, Male, 7-3-9
675, Vasilis, Womersley ,Blocked, Male, 7-4-14
672, Laurens, Meaden ,Blocked, Male, 7-4-19
39, Tarah, Alred ,Blocked, Female, 7-4-31
120, Kimberlee, Gaskins ,Blocked, Female, 7-4-31
696, Julia, Whisker ,Blocked, Female, 7-5-17
171, Cordie, Shearsby ,Blocked, Male, 7-5-25
162, Katinka, Waadenburg ,Blocked, Female, 7-5-8
124, Kort, Clilverd ,Blocked, Male, 7-6-11
137, Svend, McKinnell ,Blocked, Male, 7-6-15
258, Aprilette, Gallear ,Blocked, Female, 7-6-26
157, Fayina, Sondon ,Blocked, Female, 7-6-7
932, Lane, Hammerberger ,Blocked, Female, 7-8-29
500, Wrennie, Stobbie ,Blocked, Female, 7-8-8
64, Ceil, Annakin ,Blocked, Female, 8-3-7
585, Almeria, Wale ,Blocked, Female, 8-5-18
382, Bevan, Butter ,Blocked, Male, 8-5-30
385, Kiley, Speedy ,Blocked, Male, 8-7-14
343, Giffie, Mattson ,Blocked, Male, 8-7-22
614, Sheffield, Kiddell ,Blocked, Male, 8-7-22
54, Alvy, Balfour ,Blocked, Male, 8-7-23
221, Sebastiano, Rameau ,Blocked, Male, 8-7-35
298, Aristotle, Langthorne ,Blocked, Male, 8-7-35
123, Jaime, McDuffy ,Blocked, Female, 8-8-30
421, Alvy, Maffy ,Blocked, Male, 8-8-31
318, Malia, Garside ,Blocked, Female, 4-1-17
128, Brooks, Goude ,Blocked, Male, 4-1-29
107, Skylar, Mattiassi ,Blocked, Male, 4-11-24
202, Kenny, Bowland ,Blocked, Male, 4-2-13
786, Tootsie, Bucknall ,Blocked, Female, 4-2-21
61, Cassandra, Bate ,Blocked, Female, 4-2-9
260, Constantina, Tarply ,Blocked, Female, 4-9-20
331, Hurleigh, Mallya ,Blocked, Male, 4-9-32
504, Kingsly, Stickley ,Blocked, Male, 5-1-11
371, Daisey, Dunning ,Blocked, Female, 5-1-15
428, Ivor, McGhie ,Blocked, Male, 5-1-18
431, Virgilio, Pexton ,Blocked, Male, 5-1-23
94, Lucias, Sowray ,Blocked, Male, 5-1-26
268, Sanderson, Barhims ,Blocked, Male, 5-1-34
25, Karim, Whannel ,Blocked, Male, 5-10-24
822, Nadia, Lapley ,Blocked, Female, 5-11-15
16, Annetta, Smylie ,Blocked, Female, 5-11-31
475, Pier, Luckcock ,Blocked, Female, 5-11-31
245, Emlynn, Brattan ,Blocked, Female, 5-11-34
688, Nevile, Gehringer ,Blocked, Male, 5-11-9
96, Tabb, Wadmore ,Blocked, Male, 5-12-16
281, Sutherland, Dawidowicz ,Blocked, Male, 5-12-16
247, Antonino, Coughlin ,Blocked, Male, 5-12-28
880, Kippy, Hartmann ,Blocked, Male, 5-2-10
779, Kathleen, Cordon ,Blocked, Female, 5-2-10
250, Genni, Eves ,Blocked, Female, 5-2-11
461, Redd, Trotman ,Blocked, Male, 5-2-12
306, Neal, Sole ,Blocked, Male, 5-2-12
359, Kelcey, Clyburn ,Blocked, Female, 5-2-15
586, Dmitri, Ovenell ,Blocked, Male, 5-2-18
533, Sherri, Panyer ,Blocked, Female, 5-2-31
589, Addy, Gyles ,Blocked, Male, 5-9-10
623, Ralf, Earl ,Blocked, Male, 5-9-13
384, Fancie, Willeman ,Blocked, Female, 5-9-23
310, Susi, Aleavy ,Blocked, Female, 5-9-27
611, Kathye, Bountiff ,Blocked, Female, 5-9-34
64, Bartholomeo, Brane ,Blocked, Male, 6-10-11
494, Marion, Willford ,Blocked, Male, 6-10-15
567, Tyler, Duckwith ,Blocked, Male, 6-10-23
18, Clemens, Schorah ,Blocked, Male, 6-10-25
600, Moss, Collopy ,Blocked, Male, 6-10-26
684, Elton, Dimbleby ,Blocked, Male, 6-10-31
126, Susannah, Aldus ,Blocked, Female, 6-10-6
130, Chic, Gillions ,Blocked, Male, 6-12-14
121, Alejoa, Livick ,Blocked, Male, 6-12-15
325, Basile, Keoghan ,Blocked, Male, 6-12-35
184, Alexei, Vashchenko ,Blocked, Male, 6-12-6
456, Alejandro, Westbury ,Blocked, Male, 6-12-9
604, Shurlock, Matskiv ,Blocked, Male, 6-6-12
194, Katha, Le Fevre ,Blocked, Female, 6-6-20
502, Shena, Forestall ,Blocked, Female, 6-6-32
408, Lammond, Render ,Blocked, Male, 7-3-25
168, Arturo, McCaughey ,Blocked, Male, 7-3-9
675, Vasilis, Womersley ,Blocked, Male, 7-4-14
672, Laurens, Meaden ,Blocked, Male, 7-4-19
39, Tarah, Alred ,Blocked, Female, 7-4-31
120, Kimberlee, Gaskins ,Blocked, Female, 7-4-31
696, Julia, Whisker ,Blocked, Female, 7-5-17
171, Cordie, Shearsby ,Blocked, Male, 7-5-25
162, Katinka, Waadenburg ,Blocked, Female, 7-5-8
124, Kort, Clilverd ,Blocked, Male, 7-6-11
137, Svend, McKinnell ,Blocked, Male, 7-6-15
258, Aprilette, Gallear ,Blocked, Female, 7-6-26
157, Fayina, Sondon ,Blocked, Female, 7-6-7
932, Lane, Hammerberger ,Blocked, Female, 7-8-29
500, Wrennie, Stobbie ,Blocked, Female, 7-8-8
64, Ceil, Annakin ,Blocked, Female, 8-3-7
585, Almeria, Wale ,Blocked, Female, 8-5-18
382, Bevan, Butter ,Blocked, Male, 8-5-30
385, Kiley, Speedy ,Blocked, Male, 8-7-14
343, Giffie, Mattson ,Blocked, Male, 8-7-22
614, Sheffield, Kiddell ,Blocked, Male, 8-7-22
54, Alvy, Balfour ,Blocked, Male, 8-7-23
221, Sebastiano, Rameau ,Blocked, Male, 8-7-35
298, Aristotle, Langthorne ,Blocked, Male, 8-7-35
123, Jaime, McDuffy ,Blocked, Female, 8-8-30
421, Alvy, Maffy ,Blocked, Male, 8-8-31
318, Malia, Garside ,Blocked, Female, 4-1-17
128, Brooks, Goude ,Blocked, Male, 4-1-29
107, Skylar, Mattiassi ,Blocked, Male, 4-11-24
202, Kenny, Bowland ,Blocked, Male, 4-2-13
786, Tootsie, Bucknall ,Blocked, Female, 4-2-21
61, Cassandra, Bate ,Blocked, Female, 4-2-9
260, Constantina, Tarply ,Blocked, Female, 4-9-20
331, Hurleigh, Mallya ,Blocked, Male, 4-9-32
504, Kingsly, Stickley ,Blocked, Male, 5-1-11
371, Daisey, Dunning ,Blocked, Female, 5-1-15
428, Ivor, McGhie ,Blocked, Male, 5-1-18
431, Virgilio, Pexton ,Blocked, Male, 5-1-23
94, Lucias, Sowray ,Blocked, Male, 5-1-26
268, Sanderson, Barhims ,Blocked, Male, 5-1-34
25, Karim, Whannel ,Blocked, Male, 5-10-24
822, Nadia, Lapley ,Blocked, Female, 5-11-15
16, Annetta, Smylie ,Blocked, Female, 5-11-31
475, Pier, Luckcock ,Blocked, Female, 5-11-31
245, Emlynn, Brattan ,Blocked, Female, 5-11-34
688, Nevile, Gehringer ,Blocked, Male, 5-11-9
96, Tabb, Wadmore ,Blocked, Male, 5-12-16
281, Sutherland, Dawidowicz ,Blocked, Male, 5-12-16
247, Antonino, Coughlin ,Blocked, Male, 5-12-28
880, Kippy, Hartmann ,Blocked, Male, 5-2-10
779, Kathleen, Cordon ,Blocked, Female, 5-2-10
250, Genni, Eves ,Blocked, Female, 5-2-11
461, Redd, Trotman ,Blocked, Male, 5-2-12
306, Neal, Sole ,Blocked, Male, 5-2-12
359, Kelcey, Clyburn ,Blocked, Female, 5-2-15
586, Dmitri, Ovenell ,Blocked, Male, 5-2-18
533, Sherri, Panyer ,Blocked, Female, 5-2-31
589, Addy, Gyles ,Blocked, Male, 5-9-10
623, Ralf, Earl ,Blocked, Male, 5-9-13
384, Fancie, Willeman ,Blocked, Female, 5-9-23
310, Susi, Aleavy ,Blocked, Female, 5-9-27
611, Kathye, Bountiff ,Blocked, Female, 5-9-34
64, Bartholomeo, Brane ,Blocked, Male, 6-10-11
494, Marion, Willford ,Blocked, Male, 6-10-15
567, Tyler, Duckwith ,Blocked, Male, 6-10-23
18, Clemens, Schorah ,Blocked, Male, 6-10-25
600, Moss, Collopy ,Blocked, Male, 6-10-26
684, Elton, Dimbleby ,Blocked, Male, 6-10-31
126, Susannah, Aldus ,Blocked, Female, 6-10-6
130, Chic, Gillions ,Blocked, Male, 6-12-14
121, Alejoa, Livick ,Blocked, Male, 6-12-15
325, Basile, Keoghan ,Blocked, Male, 6-12-35
184, Alexei, Vashchenko ,Blocked, Male, 6-12-6
456, Alejandro, Westbury ,Blocked, Male, 6-12-9
604, Shurlock, Matskiv ,Blocked, Male, 6-6-12
194, Katha, Le Fevre ,Blocked, Female, 6-6-20
502, Shena, Forestall ,Blocked, Female, 6-6-32
408, Lammond, Render ,Blocked, Male, 7-3-25
168, Arturo, McCaughey ,Blocked, Male, 7-3-9
675, Vasilis, Womersley ,Blocked, Male, 7-4-14
672, Laurens, Meaden ,Blocked, Male, 7-4-19
39, Tarah, Alred ,Blocked, Female, 7-4-31
120, Kimberlee, Gaskins ,Blocked, Female, 7-4-31
696, Julia, Whisker ,Blocked, Female, 7-5-17
171, Cordie, Shearsby ,Blocked, Male, 7-5-25
162, Katinka, Waadenburg ,Blocked, Female, 7-5-8
124, Kort, Clilverd ,Blocked, Male, 7-6-11
137, Svend, McKinnell ,Blocked, Male, 7-6-15
258, Aprilette, Gallear ,Blocked, Female, 7-6-26
157, Fayina, Sondon ,Blocked, Female, 7-6-7
932, Lane, Hammerberger ,Blocked, Female, 7-8-29
500, Wrennie, Stobbie ,Blocked, Female, 7-8-8
64, Ceil, Annakin ,Blocked, Female, 8-3-7
585, Almeria, Wale ,Blocked, Female, 8-5-18
382, Bevan, Butter ,Blocked, Male, 8-5-30
385, Kiley, Speedy ,Blocked, Male, 8-7-14
343, Giffie, Mattson ,Blocked, Male, 8-7-22
614, Sheffield, Kiddell ,Blocked, Male, 8-7-22
54, Alvy, Balfour ,Blocked, Male, 8-7-23
221, Sebastiano, Rameau ,Blocked, Male, 8-7-35
298, Aristotle, Langthorne ,Blocked, Male, 8-7-35
123, Jaime, McDuffy ,Blocked, Female, 8-8-30
421, Alvy, Maffy ,Blocked, Male, 8-8-31
