129, Shoshanna, Beckett ,Blocked, Female, 5-1-17
85, Blair, Ferrino ,Blocked, Female, 7-4-13
9, Jilly, Enser ,Blocked, Female, 7-4-36
852, Mommy, Torresi ,Blocked, Female, 7-6-29
121, Nady, Jillins ,Blocked, Female, 7-6-33
261, Bradford, Bosence ,Blocked, Male, 8-3-25
450, Arri, Aggs ,Blocked, Male, 8-3-29
445, Windham, Greneham ,Blocked, Male, 8-4-10
361, Brynne, Guerrier ,Blocked, Female, 8-5-12
141, Aurea, Petruskevich ,Blocked, Female, 8-6-15
511, Morty, Goldring ,Blocked, Male, 8-6-18
703, Kelci, Pleasaunce ,Blocked, Female, 8-6-26
526, Ferris, Anshell ,Blocked, Male, 8-6-34
892, Sabrina, Ferfulle ,Blocked, Female, 8-6-7
168, Jeannine, Cheshir ,Blocked, Female, 8-6-7
795, Hartley, Earsman ,Blocked, Male, 8-7-21
259, Lauretta, McClunaghan ,Blocked, Female, 8-7-36
240, Sam, Credland ,Blocked, Female, 8-7-36
184, Iona, Pioch ,Blocked, Female, 8-8-21
565, Chariot, Attril ,Blocked, Male, 8-8-21
204, Guillemette, Ord ,Blocked, Female, 8-8-25
610, Clay, Tilte ,Blocked, Male, 8-8-28
67, Barbie, Elloway ,Blocked, Female, 9-3-27
21, Betta, Vear ,Blocked, Female, 9-3-34
446, Beatrice, Amber ,Blocked, Female, 9-3-34
444, Jacquenette, Kinsley ,Blocked, Female, 9-5-19
940, Kinsley, Maudling ,Blocked, Male, 9-5-23
223, Kerwinn, Peinke ,Blocked, Male, 9-5-26
207, Chevy, Pengelley ,Blocked, Male, 9-5-27
343, Quincey, Dronsfield ,Blocked, Male, 9-5-27
551, Leopold, Moon ,Blocked, Male, 9-5-7
766, Rickie, Slyde ,Blocked, Male, 9-7-19
281, Jennica, Crush ,Blocked, Female, 9-7-27
759, Chet, How ,Blocked, Male, 9-7-35
399, Donnell, Ulrik ,Blocked, Male, 9-8-27
249, Jeno, Merrick ,Blocked, Male, 9-8-30
16, Fleming, Landsborough ,Blocked, Male, 9-8-31
462, Pavia, Antonowicz ,Blocked, Female, 9-8-31
129, Shoshanna, Beckett ,Blocked, Female, 5-1-17
632, Fremont, Emlyn ,Blocked, Male, 5-1-25
963, Jorge, Atyea ,Blocked, Male, 5-2-25
113, Shelbi, Simnell ,Blocked, Female, 5-2-29
395, Alecia, Allaker ,Blocked, Female, 5-2-33
358, Belle, Kleinholz ,Blocked, Female, 5-2-37
671, Blake, Brearty ,Blocked, Male, 5-9-28
270, Kylie, Althrope ,Blocked, Female, 5-9-8
350, Gareth, Berk ,Blocked, Male, 6-1-10
106, Danni, Pennino ,Blocked, Female, 6-1-11
412, Isador, Iacovino ,Blocked, Male, 6-1-24
429, Noel, Bosward ,Blocked, Male, 6-1-27
28, Evelyn, Pattie ,Blocked, Female, 6-1-28
438, Roth, Corris ,Blocked, Male, 6-1-34
202, Phoebe, MacGahey ,Blocked, Female, 6-11-11
279, Noel, Altham ,Blocked, Female, 6-11-18
634, Cinderella, Zorzini ,Blocked, Female, 6-11-21
737, Maximo, Kisbee ,Blocked, Male, 6-11-23
312, Ramon, Patley ,Blocked, Male, 6-11-25
434, Peg, Benazet ,Blocked, Female, 6-11-7
188, Ronda, Brettelle ,Blocked, Female, 6-11-9
710, Malena, Prisley ,Blocked, Female, 6-12-28
104, Theodore, Lempke ,Blocked, Male, 6-12-8
630, Alicia, Hastwall ,Blocked, Female, 6-2-10
346, Clarance, Gerrard ,Blocked, Male, 6-2-11
160, Shaylyn, Talby ,Blocked, Female, 6-2-15
580, Martie, Jedrzejewicz ,Blocked, Male, 6-2-19
273, Thaine, Jenkerson ,Blocked, Male, 6-2-20
145, Ruddy, Schultz ,Blocked, Male, 6-2-22
727, Danielle, Fenkel ,Blocked, Female, 6-2-26
309, Guss, Ruller ,Blocked, Male, 6-2-28
276, Dall, Pedrielli ,Blocked, Male, 6-9-13
539, Addison, Powers ,Blocked, Male, 6-9-18
381, Dian, Bere ,Blocked, Female, 6-9-19
578, Lainey, Diano ,Blocked, Female, 6-9-19
748, Noam, Hughes ,Blocked, Male, 6-9-27
152, Gerianna, Feye ,Blocked, Female, 6-9-30
138, Morly, Ropp ,Blocked, Male, 6-9-6
544, Bendite, Haws ,Blocked, Female, 7-10-14
354, Cordie, Brushneen ,Blocked, Male, 7-10-18
208, Reece, Frodsam ,Blocked, Male, 7-10-23
265, Kahaleel, Noah ,Blocked, Male, 7-10-34
371, Marcy, Feckey ,Blocked, Female, 7-12-10
648, Parnell, Orrobin ,Blocked, Male, 7-12-22
697, Ashien, Shurmore ,Blocked, Female, 7-12-27
346, Keelia, Brecon ,Blocked, Female, 7-12-6
338, Jeri, Pimbley ,Blocked, Female, 7-12-9
6, Darda, Tace ,Blocked, Female, 7-4-13
85, Blair, Ferrino ,Blocked, Female, 7-4-13
9, Jilly, Enser ,Blocked, Female, 7-4-36
852, Mommy, Torresi ,Blocked, Female, 7-6-29
121, Nady, Jillins ,Blocked, Female, 7-6-33
261, Bradford, Bosence ,Blocked, Male, 8-3-25
450, Arri, Aggs ,Blocked, Male, 8-3-29
445, Windham, Greneham ,Blocked, Male, 8-4-10
361, Brynne, Guerrier ,Blocked, Female, 8-5-12
141, Aurea, Petruskevich ,Blocked, Female, 8-6-15
511, Morty, Goldring ,Blocked, Male, 8-6-18
703, Kelci, Pleasaunce ,Blocked, Female, 8-6-26
526, Ferris, Anshell ,Blocked, Male, 8-6-34
892, Sabrina, Ferfulle ,Blocked, Female, 8-6-7
168, Jeannine, Cheshir ,Blocked, Female, 8-6-7
795, Hartley, Earsman ,Blocked, Male, 8-7-21
259, Lauretta, McClunaghan ,Blocked, Female, 8-7-36
240, Sam, Credland ,Blocked, Female, 8-7-36
184, Iona, Pioch ,Blocked, Female, 8-8-21
565, Chariot, Attril ,Blocked, Male, 8-8-21
204, Guillemette, Ord ,Blocked, Female, 8-8-25
610, Clay, Tilte ,Blocked, Male, 8-8-28
67, Barbie, Elloway ,Blocked, Female, 9-3-27
21, Betta, Vear ,Blocked, Female, 9-3-34
446, Beatrice, Amber ,Blocked, Female, 9-3-34
444, Jacquenette, Kinsley ,Blocked, Female, 9-5-19
940, Kinsley, Maudling ,Blocked, Male, 9-5-23
223, Kerwinn, Peinke ,Blocked, Male, 9-5-26
207, Chevy, Pengelley ,Blocked, Male, 9-5-27
343, Quincey, Dronsfield ,Blocked, Male, 9-5-27
551, Leopold, Moon ,Blocked, Male, 9-5-7
766, Rickie, Slyde ,Blocked, Male, 9-7-19
281, Jennica, Crush ,Blocked, Female, 9-7-27
759, Chet, How ,Blocked, Male, 9-7-35
399, Donnell, Ulrik ,Blocked, Male, 9-8-27
249, Jeno, Merrick ,Blocked, Male, 9-8-30
16, Fleming, Landsborough ,Blocked, Male, 9-8-31
462, Pavia, Antonowicz ,Blocked, Female, 9-8-31
129, Shoshanna, Beckett ,Blocked, Female, 5-1-17
632, Fremont, Emlyn ,Blocked, Male, 5-1-25
963, Jorge, Atyea ,Blocked, Male, 5-2-25
113, Shelbi, Simnell ,Blocked, Female, 5-2-29
395, Alecia, Allaker ,Blocked, Female, 5-2-33
358, Belle, Kleinholz ,Blocked, Female, 5-2-37
671, Blake, Brearty ,Blocked, Male, 5-9-28
270, Kylie, Althrope ,Blocked, Female, 5-9-8
350, Gareth, Berk ,Blocked, Male, 6-1-10
106, Danni, Pennino ,Blocked, Female, 6-1-11
412, Isador, Iacovino ,Blocked, Male, 6-1-24
429, Noel, Bosward ,Blocked, Male, 6-1-27
28, Evelyn, Pattie ,Blocked, Female, 6-1-28
438, Roth, Corris ,Blocked, Male, 6-1-34
202, Phoebe, MacGahey ,Blocked, Female, 6-11-11
279, Noel, Altham ,Blocked, Female, 6-11-18
634, Cinderella, Zorzini ,Blocked, Female, 6-11-21
737, Maximo, Kisbee ,Blocked, Male, 6-11-23
312, Ramon, Patley ,Blocked, Male, 6-11-25
434, Peg, Benazet ,Blocked, Female, 6-11-7
188, Ronda, Brettelle ,Blocked, Female, 6-11-9
710, Malena, Prisley ,Blocked, Female, 6-12-28
104, Theodore, Lempke ,Blocked, Male, 6-12-8
630, Alicia, Hastwall ,Blocked, Female, 6-2-10
346, Clarance, Gerrard ,Blocked, Male, 6-2-11
160, Shaylyn, Talby ,Blocked, Female, 6-2-15
580, Martie, Jedrzejewicz ,Blocked, Male, 6-2-19
273, Thaine, Jenkerson ,Blocked, Male, 6-2-20
145, Ruddy, Schultz ,Blocked, Male, 6-2-22
727, Danielle, Fenkel ,Blocked, Female, 6-2-26
309, Guss, Ruller ,Blocked, Male, 6-2-28
276, Dall, Pedrielli ,Blocked, Male, 6-9-13
539, Addison, Powers ,Blocked, Male, 6-9-18
381, Dian, Bere ,Blocked, Female, 6-9-19
578, Lainey, Diano ,Blocked, Female, 6-9-19
748, Noam, Hughes ,Blocked, Male, 6-9-27
152, Gerianna, Feye ,Blocked, Female, 6-9-30
138, Morly, Ropp ,Blocked, Male, 6-9-6
544, Bendite, Haws ,Blocked, Female, 7-10-14
354, Cordie, Brushneen ,Blocked, Male, 7-10-18
208, Reece, Frodsam ,Blocked, Male, 7-10-23
265, Kahaleel, Noah ,Blocked, Male, 7-10-34
371, Marcy, Feckey ,Blocked, Female, 7-12-10
648, Parnell, Orrobin ,Blocked, Male, 7-12-22
697, Ashien, Shurmore ,Blocked, Female, 7-12-27
346, Keelia, Brecon ,Blocked, Female, 7-12-6
338, Jeri, Pimbley ,Blocked, Female, 7-12-9
6, Darda, Tace ,Blocked, Female, 7-4-13
85, Blair, Ferrino ,Blocked, Female, 7-4-13
9, Jilly, Enser ,Blocked, Female, 7-4-36
852, Mommy, Torresi ,Blocked, Female, 7-6-29
121, Nady, Jillins ,Blocked, Female, 7-6-33
261, Bradford, Bosence ,Blocked, Male, 8-3-25
450, Arri, Aggs ,Blocked, Male, 8-3-29
445, Windham, Greneham ,Blocked, Male, 8-4-10
361, Brynne, Guerrier ,Blocked, Female, 8-5-12
141, Aurea, Petruskevich ,Blocked, Female, 8-6-15
511, Morty, Goldring ,Blocked, Male, 8-6-18
703, Kelci, Pleasaunce ,Blocked, Female, 8-6-26
526, Ferris, Anshell ,Blocked, Male, 8-6-34
892, Sabrina, Ferfulle ,Blocked, Female, 8-6-7
168, Jeannine, Cheshir ,Blocked, Female, 8-6-7
795, Hartley, Earsman ,Blocked, Male, 8-7-21
259, Lauretta, McClunaghan ,Blocked, Female, 8-7-36
240, Sam, Credland ,Blocked, Female, 8-7-36
184, Iona, Pioch ,Blocked, Female, 8-8-21
565, Chariot, Attril ,Blocked, Male, 8-8-21
204, Guillemette, Ord ,Blocked, Female, 8-8-25
610, Clay, Tilte ,Blocked, Male, 8-8-28
67, Barbie, Elloway ,Blocked, Female, 9-3-27
21, Betta, Vear ,Blocked, Female, 9-3-34
446, Beatrice, Amber ,Blocked, Female, 9-3-34
444, Jacquenette, Kinsley ,Blocked, Female, 9-5-19
940, Kinsley, Maudling ,Blocked, Male, 9-5-23
223, Kerwinn, Peinke ,Blocked, Male, 9-5-26
207, Chevy, Pengelley ,Blocked, Male, 9-5-27
343, Quincey, Dronsfield ,Blocked, Male, 9-5-27
551, Leopold, Moon ,Blocked, Male, 9-5-7
766, Rickie, Slyde ,Blocked, Male, 9-7-19
281, Jennica, Crush ,Blocked, Female, 9-7-27
759, Chet, How ,Blocked, Male, 9-7-35
399, Donnell, Ulrik ,Blocked, Male, 9-8-27
249, Jeno, Merrick ,Blocked, Male, 9-8-30
16, Fleming, Landsborough ,Blocked, Male, 9-8-31
462, Pavia, Antonowicz ,Blocked, Female, 9-8-31
129, Shoshanna, Beckett ,Blocked, Female, 5-1-17
632, Fremont, Emlyn ,Blocked, Male, 5-1-25
963, Jorge, Atyea ,Blocked, Male, 5-2-25
113, Shelbi, Simnell ,Blocked, Female, 5-2-29
395, Alecia, Allaker ,Blocked, Female, 5-2-33
358, Belle, Kleinholz ,Blocked, Female, 5-2-37
671, Blake, Brearty ,Blocked, Male, 5-9-28
270, Kylie, Althrope ,Blocked, Female, 5-9-8
350, Gareth, Berk ,Blocked, Male, 6-1-10
106, Danni, Pennino ,Blocked, Female, 6-1-11
412, Isador, Iacovino ,Blocked, Male, 6-1-24
429, Noel, Bosward ,Blocked, Male, 6-1-27
28, Evelyn, Pattie ,Blocked, Female, 6-1-28
438, Roth, Corris ,Blocked, Male, 6-1-34
202, Phoebe, MacGahey ,Blocked, Female, 6-11-11
279, Noel, Altham ,Blocked, Female, 6-11-18
634, Cinderella, Zorzini ,Blocked, Female, 6-11-21
737, Maximo, Kisbee ,Blocked, Male, 6-11-23
312, Ramon, Patley ,Blocked, Male, 6-11-25
434, Peg, Benazet ,Blocked, Female, 6-11-7
188, Ronda, Brettelle ,Blocked, Female, 6-11-9
710, Malena, Prisley ,Blocked, Female, 6-12-28
104, Theodore, Lempke ,Blocked, Male, 6-12-8
630, Alicia, Hastwall ,Blocked, Female, 6-2-10
346, Clarance, Gerrard ,Blocked, Male, 6-2-11
160, Shaylyn, Talby ,Blocked, Female, 6-2-15
580, Martie, Jedrzejewicz ,Blocked, Male, 6-2-19
273, Thaine, Jenkerson ,Blocked, Male, 6-2-20
145, Ruddy, Schultz ,Blocked, Male, 6-2-22
727, Danielle, Fenkel ,Blocked, Female, 6-2-26
309, Guss, Ruller ,Blocked, Male, 6-2-28
276, Dall, Pedrielli ,Blocked, Male, 6-9-13
539, Addison, Powers ,Blocked, Male, 6-9-18
381, Dian, Bere ,Blocked, Female, 6-9-19
578, Lainey, Diano ,Blocked, Female, 6-9-19
748, Noam, Hughes ,Blocked, Male, 6-9-27
152, Gerianna, Feye ,Blocked, Female, 6-9-30
138, Morly, Ropp ,Blocked, Male, 6-9-6
544, Bendite, Haws ,Blocked, Female, 7-10-14
354, Cordie, Brushneen ,Blocked, Male, 7-10-18
208, Reece, Frodsam ,Blocked, Male, 7-10-23
265, Kahaleel, Noah ,Blocked, Male, 7-10-34
371, Marcy, Feckey ,Blocked, Female, 7-12-10
648, Parnell, Orrobin ,Blocked, Male, 7-12-22
697, Ashien, Shurmore ,Blocked, Female, 7-12-27
346, Keelia, Brecon ,Blocked, Female, 7-12-6
338, Jeri, Pimbley ,Blocked, Female, 7-12-9
6, Darda, Tace ,Blocked, Female, 7-4-13
85, Blair, Ferrino ,Blocked, Female, 7-4-13
9, Jilly, Enser ,Blocked, Female, 7-4-36
852, Mommy, Torresi ,Blocked, Female, 7-6-29
121, Nady, Jillins ,Blocked, Female, 7-6-33
261, Bradford, Bosence ,Blocked, Male, 8-3-25
450, Arri, Aggs ,Blocked, Male, 8-3-29
445, Windham, Greneham ,Blocked, Male, 8-4-10
361, Brynne, Guerrier ,Blocked, Female, 8-5-12
141, Aurea, Petruskevich ,Blocked, Female, 8-6-15
511, Morty, Goldring ,Blocked, Male, 8-6-18
703, Kelci, Pleasaunce ,Blocked, Female, 8-6-26
526, Ferris, Anshell ,Blocked, Male, 8-6-34
892, Sabrina, Ferfulle ,Blocked, Female, 8-6-7
168, Jeannine, Cheshir ,Blocked, Female, 8-6-7
795, Hartley, Earsman ,Blocked, Male, 8-7-21
259, Lauretta, McClunaghan ,Blocked, Female, 8-7-36
240, Sam, Credland ,Blocked, Female, 8-7-36
184, Iona, Pioch ,Blocked, Female, 8-8-21
565, Chariot, Attril ,Blocked, Male, 8-8-21
204, Guillemette, Ord ,Blocked, Female, 8-8-25
610, Clay, Tilte ,Blocked, Male, 8-8-28
67, Barbie, Elloway ,Blocked, Female, 9-3-27
21, Betta, Vear ,Blocked, Female, 9-3-34
446, Beatrice, Amber ,Blocked, Female, 9-3-34
444, Jacquenette, Kinsley ,Blocked, Female, 9-5-19
940, Kinsley, Maudling ,Blocked, Male, 9-5-23
223, Kerwinn, Peinke ,Blocked, Male, 9-5-26
207, Chevy, Pengelley ,Blocked, Male, 9-5-27
343, Quincey, Dronsfield ,Blocked, Male, 9-5-27
551, Leopold, Moon ,Blocked, Male, 9-5-7
766, Rickie, Slyde ,Blocked, Male, 9-7-19
281, Jennica, Crush ,Blocked, Female, 9-7-27
759, Chet, How ,Blocked, Male, 9-7-35
399, Donnell, Ulrik ,Blocked, Male, 9-8-27
249, Jeno, Merrick ,Blocked, Male, 9-8-30
16, Fleming, Landsborough ,Blocked, Male, 9-8-31
462, Pavia, Antonowicz ,Blocked, Female, 9-8-31
129, Shoshanna, Beckett ,Blocked, Female, 5-1-17
632, Fremont, Emlyn ,Blocked, Male, 5-1-25
963, Jorge, Atyea ,Blocked, Male, 5-2-25
113, Shelbi, Simnell ,Blocked, Female, 5-2-29
395, Alecia, Allaker ,Blocked, Female, 5-2-33
358, Belle, Kleinholz ,Blocked, Female, 5-2-37
671, Blake, Brearty ,Blocked, Male, 5-9-28
270, Kylie, Althrope ,Blocked, Female, 5-9-8
350, Gareth, Berk ,Blocked, Male, 6-1-10
106, Danni, Pennino ,Blocked, Female, 6-1-11
412, Isador, Iacovino ,Blocked, Male, 6-1-24
429, Noel, Bosward ,Blocked, Male, 6-1-27
28, Evelyn, Pattie ,Blocked, Female, 6-1-28
438, Roth, Corris ,Blocked, Male, 6-1-34
202, Phoebe, MacGahey ,Blocked, Female, 6-11-11
279, Noel, Altham ,Blocked, Female, 6-11-18
634, Cinderella, Zorzini ,Blocked, Female, 6-11-21
737, Maximo, Kisbee ,Blocked, Male, 6-11-23
312, Ramon, Patley ,Blocked, Male, 6-11-25
434, Peg, Benazet ,Blocked, Female, 6-11-7
188, Ronda, Brettelle ,Blocked, Female, 6-11-9
710, Malena, Prisley ,Blocked, Female, 6-12-28
104, Theodore, Lempke ,Blocked, Male, 6-12-8
630, Alicia, Hastwall ,Blocked, Female, 6-2-10
346, Clarance, Gerrard ,Blocked, Male, 6-2-11
160, Shaylyn, Talby ,Blocked, Female, 6-2-15
580, Martie, Jedrzejewicz ,Blocked, Male, 6-2-19
273, Thaine, Jenkerson ,Blocked, Male, 6-2-20
145, Ruddy, Schultz ,Blocked, Male, 6-2-22
727, Danielle, Fenkel ,Blocked, Female, 6-2-26
309, Guss, Ruller ,Blocked, Male, 6-2-28
276, Dall, Pedrielli ,Blocked, Male, 6-9-13
539, Addison, Powers ,Blocked, Male, 6-9-18
381, Dian, Bere ,Blocked, Female, 6-9-19
578, Lainey, Diano ,Blocked, Female, 6-9-19
748, Noam, Hughes ,Blocked, Male, 6-9-27
152, Gerianna, Feye ,Blocked, Female, 6-9-30
138, Morly, Ropp ,Blocked, Male, 6-9-6
544, Bendite, Haws ,Blocked, Female, 7-10-14
354, Cordie, Brushneen ,Blocked, Male, 7-10-18
208, Reece, Frodsam ,Blocked, Male, 7-10-23
265, Kahaleel, Noah ,Blocked, Male, 7-10-34
371, Marcy, Feckey ,Blocked, Female, 7-12-10
648, Parnell, Orrobin ,Blocked, Male, 7-12-22
697, Ashien, Shurmore ,Blocked, Female, 7-12-27
346, Keelia, Brecon ,Blocked, Female, 7-12-6
338, Jeri, Pimbley ,Blocked, Female, 7-12-9
6, Darda, Tace ,Blocked, Female, 7-4-13
85, Blair, Ferrino ,Blocked, Female, 7-4-13
9, Jilly, Enser ,Blocked, Female, 7-4-36
852, Mommy, Torresi ,Blocked, Female, 7-6-29
121, Nady, Jillins ,Blocked, Female, 7-6-33
261, Bradford, Bosence ,Blocked, Male, 8-3-25
450, Arri, Aggs ,Blocked, Male, 8-3-29
445, Windham, Greneham ,Blocked, Male, 8-4-10
361, Brynne, Guerrier ,Blocked, Female, 8-5-12
141, Aurea, Petruskevich ,Blocked, Female, 8-6-15
511, Morty, Goldring ,Blocked, Male, 8-6-18
703, Kelci, Pleasaunce ,Blocked, Female, 8-6-26
526, Ferris, Anshell ,Blocked, Male, 8-6-34
892, Sabrina, Ferfulle ,Blocked, Female, 8-6-7
168, Jeannine, Cheshir ,Blocked, Female, 8-6-7
795, Hartley, Earsman ,Blocked, Male, 8-7-21
259, Lauretta, McClunaghan ,Blocked, Female, 8-7-36
240, Sam, Credland ,Blocked, Female, 8-7-36
184, Iona, Pioch ,Blocked, Female, 8-8-21
565, Chariot, Attril ,Blocked, Male, 8-8-21
204, Guillemette, Ord ,Blocked, Female, 8-8-25
610, Clay, Tilte ,Blocked, Male, 8-8-28
67, Barbie, Elloway ,Blocked, Female, 9-3-27
21, Betta, Vear ,Blocked, Female, 9-3-34
446, Beatrice, Amber ,Blocked, Female, 9-3-34
444, Jacquenette, Kinsley ,Blocked, Female, 9-5-19
940, Kinsley, Maudling ,Blocked, Male, 9-5-23
223, Kerwinn, Peinke ,Blocked, Male, 9-5-26
207, Chevy, Pengelley ,Blocked, Male, 9-5-27
343, Quincey, Dronsfield ,Blocked, Male, 9-5-27
551, Leopold, Moon ,Blocked, Male, 9-5-7
766, Rickie, Slyde ,Blocked, Male, 9-7-19
281, Jennica, Crush ,Blocked, Female, 9-7-27
759, Chet, How ,Blocked, Male, 9-7-35
399, Donnell, Ulrik ,Blocked, Male, 9-8-27
249, Jeno, Merrick ,Blocked, Male, 9-8-30
16, Fleming, Landsborough ,Blocked, Male, 9-8-31
462, Pavia, Antonowicz ,Blocked, Female, 9-8-31
