213, Jacquelyn, Batecok ,Blocked, Female, 1-1-15
67, Kelila, Ricketts ,Blocked, Female, 2-6-20
259, Alaine, Dunaway ,Blocked, Female, 2-6-20
374, Rhiamon, Patman ,Blocked, Female, 2-6-21
638, Keelia, Thurske ,Blocked, Female, 2-6-25
238, Gib, Rickeard ,Blocked, Male, 2-6-8
563, Ammamaria, Cogley ,Blocked, Female, 3-3-17
394, Gabrielle, Larmouth ,Blocked, Female, 3-3-33
730, Juan, Seed ,Blocked, Male, 3-3-33
173, Frants, Tenant ,Blocked, Male, 3-4-11
2, Brander, McIlwreath ,Blocked, Male, 3-4-26
438, Jessamine, Twitching ,Blocked, Female, 3-4-30
229, Sylvan, Wabersich ,Blocked, Male, 3-4-34
69, Odelinda, Golston ,Blocked, Female, 3-4-7
493, Alia, Collabine ,Blocked, Female, 3-5-17
144, Kip, Cromie ,Blocked, Female, 3-5-29
817, Merola, Loffel ,Blocked, Female, 3-5-33
544, Waly, Dmiterko ,Blocked, Female, 3-6-15
570, Jeremie, Janes ,Blocked, Male, 3-7-13
62, Patrizio, Jeeves ,Blocked, Male, 3-7-16
656, Gunther, Buxsy ,Blocked, Male, 3-7-21
615, Henryetta, Waterstone ,Blocked, Female, 3-7-28
93, Melisande, Pountain ,Blocked, Female, 3-7-36
392, Guthrey, Upham ,Blocked, Male, 3-7-36
755, Hermie, Cresswell ,Blocked, Male, 3-8-24
484, Fitz, Malyon ,Blocked, Male, 31-1-21
720, Emmy, Point ,Blocked, Male, 31-1-9
607, Gay, Ashburner ,Blocked, Female, 31-10-20
559, Cristine, D'Ambrogi ,Blocked, Female, 4-3-34
670, Alexa, Judron ,Blocked, Female, 4-3-35
976, Alfy, Noell ,Blocked, Male, 4-5-34
647, Kim, Grayne ,Blocked, Female, 4-5-35
908, Nap, Loxley ,Blocked, Male, 4-7-31
8, Libby, Anersen ,Blocked, Female, 4-8-18
202, Grazia, Prime ,Blocked, Female, 4-8-18
151, Livvie, Winfred ,Blocked, Female, 4-8-22
320, Lanae, Gawthrop ,Blocked, Female, 4-8-31
213, Jacquelyn, Batecok ,Blocked, Female, 1-1-15
288, Heda, Smurfit ,Blocked, Female, 1-1-19
257, Berna, Cussen ,Blocked, Female, 1-1-22
418, Clare, Witty ,Blocked, Male, 1-1-7
309, Matteo, Miall ,Blocked, Male, 1-10-16
282, Bone, Sircomb ,Blocked, Male, 1-10-28
122, Erinn, Lafoy ,Blocked, Female, 1-11-10
12, Donaugh, McMeanma ,Blocked, Male, 1-11-19
463, Tanney, Zanolli ,Blocked, Male, 1-11-21
794, Elfrida, Agget ,Blocked, Female, 1-11-34
281, Janos, Novello ,Blocked, Male, 1-11-9
494, Slade, Fried ,Blocked, Male, 1-12-12
686, Sim, Ashelford ,Blocked, Male, 1-12-12
906, Ram, Keppel ,Blocked, Male, 1-12-28
628, Stevie, Basford ,Blocked, Male, 1-12-8
116, Melvyn, Itschakov ,Blocked, Male, 1-2-10
143, Annabell, Pieterick ,Blocked, Female, 1-2-19
182, Kort, Livard ,Blocked, Male, 1-2-28
602, Cori, Mundall ,Blocked, Female, 1-2-28
653, Gloria, Bourdice ,Blocked, Female, 1-2-7
562, Melissa, Prigg ,Blocked, Female, 1-9-13
205, Iver, Caghan ,Blocked, Male, 1-9-22
608, Bibbie, Broggetti ,Blocked, Female, 1-9-33
208, Tina, Dunbar ,Blocked, Female, 1-9-6
85, Nananne, Spittles ,Blocked, Female, 1-9-7
748, Faye, Ithell ,Blocked, Female, 1-9-7
304, Andrey, Elphinston ,Blocked, Male, 2-10-15
211, Melloney, Duthie ,Blocked, Female, 2-10-19
432, Bay, Chastelain ,Blocked, Male, 2-12-15
403, Minne, O'Corhane ,Blocked, Female, 2-12-19
666, Errol, Beaven ,Blocked, Male, 2-12-23
269, Zandra, Habbeshaw ,Blocked, Female, 2-12-25
167, Pietrek, Klimecki ,Blocked, Male, 2-12-25
363, Fernando, Hartles ,Blocked, Male, 2-12-29
677, Timmy, Pringer ,Blocked, Female, 2-12-29
149, Franciska, Mackro ,Blocked, Female, 2-12-30
628, Fania, Casper ,Blocked, Female, 2-4-13
516, Graig, Gate ,Blocked, Male, 2-4-20
586, Hendrik, MacKereth ,Blocked, Male, 2-4-32
117, Nicholle, Ghidelli ,Blocked, Female, 2-4-9
654, Raquela, Brugmann ,Blocked, Female, 2-6-12
67, Kelila, Ricketts ,Blocked, Female, 2-6-20
259, Alaine, Dunaway ,Blocked, Female, 2-6-20
374, Rhiamon, Patman ,Blocked, Female, 2-6-21
638, Keelia, Thurske ,Blocked, Female, 2-6-25
238, Gib, Rickeard ,Blocked, Male, 2-6-8
563, Ammamaria, Cogley ,Blocked, Female, 3-3-17
394, Gabrielle, Larmouth ,Blocked, Female, 3-3-33
730, Juan, Seed ,Blocked, Male, 3-3-33
173, Frants, Tenant ,Blocked, Male, 3-4-11
2, Brander, McIlwreath ,Blocked, Male, 3-4-26
438, Jessamine, Twitching ,Blocked, Female, 3-4-30
229, Sylvan, Wabersich ,Blocked, Male, 3-4-34
69, Odelinda, Golston ,Blocked, Female, 3-4-7
493, Alia, Collabine ,Blocked, Female, 3-5-17
144, Kip, Cromie ,Blocked, Female, 3-5-29
817, Merola, Loffel ,Blocked, Female, 3-5-33
544, Waly, Dmiterko ,Blocked, Female, 3-6-15
570, Jeremie, Janes ,Blocked, Male, 3-7-13
62, Patrizio, Jeeves ,Blocked, Male, 3-7-16
656, Gunther, Buxsy ,Blocked, Male, 3-7-21
615, Henryetta, Waterstone ,Blocked, Female, 3-7-28
93, Melisande, Pountain ,Blocked, Female, 3-7-36
392, Guthrey, Upham ,Blocked, Male, 3-7-36
755, Hermie, Cresswell ,Blocked, Male, 3-8-24
484, Fitz, Malyon ,Blocked, Male, 31-1-21
720, Emmy, Point ,Blocked, Male, 31-1-9
607, Gay, Ashburner ,Blocked, Female, 31-10-20
559, Cristine, D'Ambrogi ,Blocked, Female, 4-3-34
670, Alexa, Judron ,Blocked, Female, 4-3-35
976, Alfy, Noell ,Blocked, Male, 4-5-34
647, Kim, Grayne ,Blocked, Female, 4-5-35
908, Nap, Loxley ,Blocked, Male, 4-7-31
8, Libby, Anersen ,Blocked, Female, 4-8-18
202, Grazia, Prime ,Blocked, Female, 4-8-18
151, Livvie, Winfred ,Blocked, Female, 4-8-22
320, Lanae, Gawthrop ,Blocked, Female, 4-8-31
213, Jacquelyn, Batecok ,Blocked, Female, 1-1-15
288, Heda, Smurfit ,Blocked, Female, 1-1-19
257, Berna, Cussen ,Blocked, Female, 1-1-22
418, Clare, Witty ,Blocked, Male, 1-1-7
309, Matteo, Miall ,Blocked, Male, 1-10-16
282, Bone, Sircomb ,Blocked, Male, 1-10-28
122, Erinn, Lafoy ,Blocked, Female, 1-11-10
12, Donaugh, McMeanma ,Blocked, Male, 1-11-19
463, Tanney, Zanolli ,Blocked, Male, 1-11-21
794, Elfrida, Agget ,Blocked, Female, 1-11-34
281, Janos, Novello ,Blocked, Male, 1-11-9
494, Slade, Fried ,Blocked, Male, 1-12-12
686, Sim, Ashelford ,Blocked, Male, 1-12-12
906, Ram, Keppel ,Blocked, Male, 1-12-28
628, Stevie, Basford ,Blocked, Male, 1-12-8
116, Melvyn, Itschakov ,Blocked, Male, 1-2-10
143, Annabell, Pieterick ,Blocked, Female, 1-2-19
182, Kort, Livard ,Blocked, Male, 1-2-28
602, Cori, Mundall ,Blocked, Female, 1-2-28
653, Gloria, Bourdice ,Blocked, Female, 1-2-7
562, Melissa, Prigg ,Blocked, Female, 1-9-13
205, Iver, Caghan ,Blocked, Male, 1-9-22
608, Bibbie, Broggetti ,Blocked, Female, 1-9-33
208, Tina, Dunbar ,Blocked, Female, 1-9-6
85, Nananne, Spittles ,Blocked, Female, 1-9-7
748, Faye, Ithell ,Blocked, Female, 1-9-7
304, Andrey, Elphinston ,Blocked, Male, 2-10-15
211, Melloney, Duthie ,Blocked, Female, 2-10-19
432, Bay, Chastelain ,Blocked, Male, 2-12-15
403, Minne, O'Corhane ,Blocked, Female, 2-12-19
666, Errol, Beaven ,Blocked, Male, 2-12-23
269, Zandra, Habbeshaw ,Blocked, Female, 2-12-25
167, Pietrek, Klimecki ,Blocked, Male, 2-12-25
363, Fernando, Hartles ,Blocked, Male, 2-12-29
677, Timmy, Pringer ,Blocked, Female, 2-12-29
149, Franciska, Mackro ,Blocked, Female, 2-12-30
628, Fania, Casper ,Blocked, Female, 2-4-13
516, Graig, Gate ,Blocked, Male, 2-4-20
586, Hendrik, MacKereth ,Blocked, Male, 2-4-32
117, Nicholle, Ghidelli ,Blocked, Female, 2-4-9
654, Raquela, Brugmann ,Blocked, Female, 2-6-12
67, Kelila, Ricketts ,Blocked, Female, 2-6-20
259, Alaine, Dunaway ,Blocked, Female, 2-6-20
374, Rhiamon, Patman ,Blocked, Female, 2-6-21
638, Keelia, Thurske ,Blocked, Female, 2-6-25
238, Gib, Rickeard ,Blocked, Male, 2-6-8
563, Ammamaria, Cogley ,Blocked, Female, 3-3-17
394, Gabrielle, Larmouth ,Blocked, Female, 3-3-33
730, Juan, Seed ,Blocked, Male, 3-3-33
173, Frants, Tenant ,Blocked, Male, 3-4-11
2, Brander, McIlwreath ,Blocked, Male, 3-4-26
438, Jessamine, Twitching ,Blocked, Female, 3-4-30
229, Sylvan, Wabersich ,Blocked, Male, 3-4-34
69, Odelinda, Golston ,Blocked, Female, 3-4-7
493, Alia, Collabine ,Blocked, Female, 3-5-17
144, Kip, Cromie ,Blocked, Female, 3-5-29
817, Merola, Loffel ,Blocked, Female, 3-5-33
544, Waly, Dmiterko ,Blocked, Female, 3-6-15
570, Jeremie, Janes ,Blocked, Male, 3-7-13
62, Patrizio, Jeeves ,Blocked, Male, 3-7-16
656, Gunther, Buxsy ,Blocked, Male, 3-7-21
615, Henryetta, Waterstone ,Blocked, Female, 3-7-28
93, Melisande, Pountain ,Blocked, Female, 3-7-36
392, Guthrey, Upham ,Blocked, Male, 3-7-36
755, Hermie, Cresswell ,Blocked, Male, 3-8-24
484, Fitz, Malyon ,Blocked, Male, 31-1-21
720, Emmy, Point ,Blocked, Male, 31-1-9
607, Gay, Ashburner ,Blocked, Female, 31-10-20
559, Cristine, D'Ambrogi ,Blocked, Female, 4-3-34
670, Alexa, Judron ,Blocked, Female, 4-3-35
976, Alfy, Noell ,Blocked, Male, 4-5-34
647, Kim, Grayne ,Blocked, Female, 4-5-35
908, Nap, Loxley ,Blocked, Male, 4-7-31
8, Libby, Anersen ,Blocked, Female, 4-8-18
202, Grazia, Prime ,Blocked, Female, 4-8-18
151, Livvie, Winfred ,Blocked, Female, 4-8-22
320, Lanae, Gawthrop ,Blocked, Female, 4-8-31
213, Jacquelyn, Batecok ,Blocked, Female, 1-1-15
288, Heda, Smurfit ,Blocked, Female, 1-1-19
257, Berna, Cussen ,Blocked, Female, 1-1-22
418, Clare, Witty ,Blocked, Male, 1-1-7
309, Matteo, Miall ,Blocked, Male, 1-10-16
282, Bone, Sircomb ,Blocked, Male, 1-10-28
122, Erinn, Lafoy ,Blocked, Female, 1-11-10
12, Donaugh, McMeanma ,Blocked, Male, 1-11-19
463, Tanney, Zanolli ,Blocked, Male, 1-11-21
794, Elfrida, Agget ,Blocked, Female, 1-11-34
281, Janos, Novello ,Blocked, Male, 1-11-9
494, Slade, Fried ,Blocked, Male, 1-12-12
686, Sim, Ashelford ,Blocked, Male, 1-12-12
906, Ram, Keppel ,Blocked, Male, 1-12-28
628, Stevie, Basford ,Blocked, Male, 1-12-8
116, Melvyn, Itschakov ,Blocked, Male, 1-2-10
143, Annabell, Pieterick ,Blocked, Female, 1-2-19
182, Kort, Livard ,Blocked, Male, 1-2-28
602, Cori, Mundall ,Blocked, Female, 1-2-28
653, Gloria, Bourdice ,Blocked, Female, 1-2-7
562, Melissa, Prigg ,Blocked, Female, 1-9-13
205, Iver, Caghan ,Blocked, Male, 1-9-22
608, Bibbie, Broggetti ,Blocked, Female, 1-9-33
208, Tina, Dunbar ,Blocked, Female, 1-9-6
85, Nananne, Spittles ,Blocked, Female, 1-9-7
748, Faye, Ithell ,Blocked, Female, 1-9-7
304, Andrey, Elphinston ,Blocked, Male, 2-10-15
211, Melloney, Duthie ,Blocked, Female, 2-10-19
432, Bay, Chastelain ,Blocked, Male, 2-12-15
403, Minne, O'Corhane ,Blocked, Female, 2-12-19
666, Errol, Beaven ,Blocked, Male, 2-12-23
269, Zandra, Habbeshaw ,Blocked, Female, 2-12-25
167, Pietrek, Klimecki ,Blocked, Male, 2-12-25
363, Fernando, Hartles ,Blocked, Male, 2-12-29
677, Timmy, Pringer ,Blocked, Female, 2-12-29
149, Franciska, Mackro ,Blocked, Female, 2-12-30
628, Fania, Casper ,Blocked, Female, 2-4-13
516, Graig, Gate ,Blocked, Male, 2-4-20
586, Hendrik, MacKereth ,Blocked, Male, 2-4-32
117, Nicholle, Ghidelli ,Blocked, Female, 2-4-9
654, Raquela, Brugmann ,Blocked, Female, 2-6-12
67, Kelila, Ricketts ,Blocked, Female, 2-6-20
259, Alaine, Dunaway ,Blocked, Female, 2-6-20
374, Rhiamon, Patman ,Blocked, Female, 2-6-21
638, Keelia, Thurske ,Blocked, Female, 2-6-25
238, Gib, Rickeard ,Blocked, Male, 2-6-8
563, Ammamaria, Cogley ,Blocked, Female, 3-3-17
394, Gabrielle, Larmouth ,Blocked, Female, 3-3-33
730, Juan, Seed ,Blocked, Male, 3-3-33
173, Frants, Tenant ,Blocked, Male, 3-4-11
2, Brander, McIlwreath ,Blocked, Male, 3-4-26
438, Jessamine, Twitching ,Blocked, Female, 3-4-30
229, Sylvan, Wabersich ,Blocked, Male, 3-4-34
69, Odelinda, Golston ,Blocked, Female, 3-4-7
493, Alia, Collabine ,Blocked, Female, 3-5-17
144, Kip, Cromie ,Blocked, Female, 3-5-29
817, Merola, Loffel ,Blocked, Female, 3-5-33
544, Waly, Dmiterko ,Blocked, Female, 3-6-15
570, Jeremie, Janes ,Blocked, Male, 3-7-13
62, Patrizio, Jeeves ,Blocked, Male, 3-7-16
656, Gunther, Buxsy ,Blocked, Male, 3-7-21
615, Henryetta, Waterstone ,Blocked, Female, 3-7-28
93, Melisande, Pountain ,Blocked, Female, 3-7-36
392, Guthrey, Upham ,Blocked, Male, 3-7-36
755, Hermie, Cresswell ,Blocked, Male, 3-8-24
484, Fitz, Malyon ,Blocked, Male, 31-1-21
720, Emmy, Point ,Blocked, Male, 31-1-9
607, Gay, Ashburner ,Blocked, Female, 31-10-20
559, Cristine, D'Ambrogi ,Blocked, Female, 4-3-34
670, Alexa, Judron ,Blocked, Female, 4-3-35
976, Alfy, Noell ,Blocked, Male, 4-5-34
647, Kim, Grayne ,Blocked, Female, 4-5-35
908, Nap, Loxley ,Blocked, Male, 4-7-31
8, Libby, Anersen ,Blocked, Female, 4-8-18
202, Grazia, Prime ,Blocked, Female, 4-8-18
151, Livvie, Winfred ,Blocked, Female, 4-8-22
320, Lanae, Gawthrop ,Blocked, Female, 4-8-31
