372, Lira, Corradetti ,Blocked, Female, 2-1-21
199, Miranda, Fairbrass ,Blocked, Female, 4-10-31
215, Aron, Ternent ,Blocked, Male, 4-10-6
97, Fern, Rosas ,Blocked, Female, 4-12-14
790, Doyle, Philip ,Blocked, Male, 4-12-18
740, Ingeberg, Twitty ,Blocked, Female, 4-12-7
233, Chaddy, Gamil ,Blocked, Male, 4-4-21
763, Rebecca, Dundon ,Blocked, Female, 4-4-24
303, Emilio, Markwelley ,Blocked, Male, 4-6-12
347, Kora, Kilby ,Blocked, Female, 4-6-20
455, Ash, Erat ,Blocked, Male, 5-3-12
473, Beulah, Castro ,Blocked, Female, 5-3-28
734, Shadow, Kiehnlt ,Blocked, Male, 5-3-29
793, Janene, Bulpitt ,Blocked, Female, 5-3-32
148, Fonsie, Hinrichsen ,Blocked, Male, 5-3-32
101, Ryann, Trebble ,Blocked, Female, 5-3-8
89, Corilla, Capozzi ,Blocked, Female, 5-4-11
590, Frayda, Pirrie ,Blocked, Female, 5-4-26
761, Myles, Borer ,Blocked, Male, 5-4-27
227, Petronia, Newstead ,Blocked, Female, 5-4-34
135, Wilie, Langcaster ,Blocked, Female, 5-4-35
452, Maddie, Tavener ,Blocked, Male, 5-4-7
499, Ewan, Course ,Blocked, Male, 5-5-16
535, Jermain, Olkowicz ,Blocked, Male, 5-5-17
179, Lauritz, Robardet ,Blocked, Male, 5-5-24
159, Artur, Keeton ,Blocked, Male, 5-5-25
198, Claude, Benz ,Blocked, Female, 5-5-32
645, Rowland, Wharin ,Blocked, Male, 5-6-15
256, Pernell, Ganning ,Blocked, Male, 5-6-23
335, Gill, Paschek ,Blocked, Female, 5-7-24
470, Granger, Chadney ,Blocked, Male, 5-7-9
395, Terrill, Simpkiss ,Blocked, Male, 5-7-9
450, Viv, Barkley ,Blocked, Female, 5-8-12
52, Lyn, Tidman ,Blocked, Male, 5-8-32
858, Vergil, Bousquet ,Blocked, Male, 6-5-10
212, William, Matthensen ,Blocked, Male, 6-5-31
253, Ricoriki, Le Clercq ,Blocked, Male, 6-7-19
797, Pierre, MacAne ,Blocked, Male, 6-7-22
532, Nelson, Hafford ,Blocked, Male, 6-8-22
372, Lira, Corradetti ,Blocked, Female, 2-1-21
487, Howie, Heiton ,Blocked, Male, 2-11-24
514, Normy, Abrahamoff ,Blocked, Male, 2-2-17
66, Emlyn, Oxx ,Blocked, Male, 2-2-25
115, Iain, Gourlay ,Blocked, Male, 2-2-37
266, Anett, Iglesia ,Blocked, Female, 2-9-12
65, Raphael, Picker ,Blocked, Male, 2-9-24
335, Reina, Howe ,Blocked, Female, 2-9-8
139, Luciano, Spoure ,Blocked, Male, 3-1-35
461, Alejandro, Sigsworth ,Blocked, Male, 3-1-8
322, Fernanda, Zanussii ,Blocked, Female, 3-10-12
617, Vincent, Spykings ,Blocked, Male, 3-10-16
440, Amata, Gentner ,Blocked, Female, 3-10-20
475, Cordula, Thaxter ,Blocked, Female, 3-10-28
636, Joann, McCathay ,Blocked, Female, 3-10-32
897, Petey, Yuryichev ,Blocked, Male, 3-11-21
434, Alicia, Midlar ,Blocked, Female, 3-11-22
543, Hughie, Lendon ,Blocked, Male, 3-11-27
390, Meghann, Brookshaw ,Blocked, Female, 3-11-27
105, Dianemarie, Ordelt ,Blocked, Female, 3-11-35
194, Bran, Labet ,Blocked, Male, 3-12-12
271, Suzanna, Servis ,Blocked, Female, 3-12-16
206, Waldemar, McColley ,Blocked, Male, 3-12-28
159, Stephanie, Horsted ,Blocked, Female, 3-2-14
310, Tobey, Tunnacliffe ,Blocked, Female, 3-2-14
5, Hirsch, Wollrauch ,Blocked, Male, 3-2-15
749, Franny, Durnell ,Blocked, Female, 3-2-19
614, Merilee, Scola ,Blocked, Female, 3-2-22
422, Lilia, Ca ,Blocked, Female, 3-2-24
536, Katrine, Krzyzanowski ,Blocked, Female, 3-2-28
109, Dewie, Arrol ,Blocked, Male, 3-9-10
253, Craig, Hurich ,Blocked, Male, 3-9-14
484, Kermie, Skelhorn ,Blocked, Male, 3-9-21
165, Nobe, Smowton ,Blocked, Male, 3-9-30
768, Barny, Dongall ,Blocked, Male, 3-9-6
832, Amabel, Ruggier ,Blocked, Female, 4-10-10
694, Clayborne, Linstead ,Blocked, Male, 4-10-19
401, Dasi, Cosham ,Blocked, Female, 4-10-21
199, Miranda, Fairbrass ,Blocked, Female, 4-10-31
215, Aron, Ternent ,Blocked, Male, 4-10-6
97, Fern, Rosas ,Blocked, Female, 4-12-14
790, Doyle, Philip ,Blocked, Male, 4-12-18
740, Ingeberg, Twitty ,Blocked, Female, 4-12-7
233, Chaddy, Gamil ,Blocked, Male, 4-4-21
763, Rebecca, Dundon ,Blocked, Female, 4-4-24
303, Emilio, Markwelley ,Blocked, Male, 4-6-12
347, Kora, Kilby ,Blocked, Female, 4-6-20
455, Ash, Erat ,Blocked, Male, 5-3-12
473, Beulah, Castro ,Blocked, Female, 5-3-28
734, Shadow, Kiehnlt ,Blocked, Male, 5-3-29
793, Janene, Bulpitt ,Blocked, Female, 5-3-32
148, Fonsie, Hinrichsen ,Blocked, Male, 5-3-32
101, Ryann, Trebble ,Blocked, Female, 5-3-8
89, Corilla, Capozzi ,Blocked, Female, 5-4-11
590, Frayda, Pirrie ,Blocked, Female, 5-4-26
761, Myles, Borer ,Blocked, Male, 5-4-27
227, Petronia, Newstead ,Blocked, Female, 5-4-34
135, Wilie, Langcaster ,Blocked, Female, 5-4-35
452, Maddie, Tavener ,Blocked, Male, 5-4-7
499, Ewan, Course ,Blocked, Male, 5-5-16
535, Jermain, Olkowicz ,Blocked, Male, 5-5-17
179, Lauritz, Robardet ,Blocked, Male, 5-5-24
159, Artur, Keeton ,Blocked, Male, 5-5-25
198, Claude, Benz ,Blocked, Female, 5-5-32
645, Rowland, Wharin ,Blocked, Male, 5-6-15
256, Pernell, Ganning ,Blocked, Male, 5-6-23
335, Gill, Paschek ,Blocked, Female, 5-7-24
470, Granger, Chadney ,Blocked, Male, 5-7-9
395, Terrill, Simpkiss ,Blocked, Male, 5-7-9
450, Viv, Barkley ,Blocked, Female, 5-8-12
52, Lyn, Tidman ,Blocked, Male, 5-8-32
858, Vergil, Bousquet ,Blocked, Male, 6-5-10
212, William, Matthensen ,Blocked, Male, 6-5-31
253, Ricoriki, Le Clercq ,Blocked, Male, 6-7-19
797, Pierre, MacAne ,Blocked, Male, 6-7-22
532, Nelson, Hafford ,Blocked, Male, 6-8-22
372, Lira, Corradetti ,Blocked, Female, 2-1-21
487, Howie, Heiton ,Blocked, Male, 2-11-24
514, Normy, Abrahamoff ,Blocked, Male, 2-2-17
66, Emlyn, Oxx ,Blocked, Male, 2-2-25
115, Iain, Gourlay ,Blocked, Male, 2-2-37
266, Anett, Iglesia ,Blocked, Female, 2-9-12
65, Raphael, Picker ,Blocked, Male, 2-9-24
335, Reina, Howe ,Blocked, Female, 2-9-8
139, Luciano, Spoure ,Blocked, Male, 3-1-35
461, Alejandro, Sigsworth ,Blocked, Male, 3-1-8
322, Fernanda, Zanussii ,Blocked, Female, 3-10-12
617, Vincent, Spykings ,Blocked, Male, 3-10-16
440, Amata, Gentner ,Blocked, Female, 3-10-20
475, Cordula, Thaxter ,Blocked, Female, 3-10-28
636, Joann, McCathay ,Blocked, Female, 3-10-32
897, Petey, Yuryichev ,Blocked, Male, 3-11-21
434, Alicia, Midlar ,Blocked, Female, 3-11-22
543, Hughie, Lendon ,Blocked, Male, 3-11-27
390, Meghann, Brookshaw ,Blocked, Female, 3-11-27
105, Dianemarie, Ordelt ,Blocked, Female, 3-11-35
194, Bran, Labet ,Blocked, Male, 3-12-12
271, Suzanna, Servis ,Blocked, Female, 3-12-16
206, Waldemar, McColley ,Blocked, Male, 3-12-28
159, Stephanie, Horsted ,Blocked, Female, 3-2-14
310, Tobey, Tunnacliffe ,Blocked, Female, 3-2-14
5, Hirsch, Wollrauch ,Blocked, Male, 3-2-15
749, Franny, Durnell ,Blocked, Female, 3-2-19
614, Merilee, Scola ,Blocked, Female, 3-2-22
422, Lilia, Ca ,Blocked, Female, 3-2-24
536, Katrine, Krzyzanowski ,Blocked, Female, 3-2-28
109, Dewie, Arrol ,Blocked, Male, 3-9-10
253, Craig, Hurich ,Blocked, Male, 3-9-14
484, Kermie, Skelhorn ,Blocked, Male, 3-9-21
165, Nobe, Smowton ,Blocked, Male, 3-9-30
768, Barny, Dongall ,Blocked, Male, 3-9-6
832, Amabel, Ruggier ,Blocked, Female, 4-10-10
694, Clayborne, Linstead ,Blocked, Male, 4-10-19
401, Dasi, Cosham ,Blocked, Female, 4-10-21
199, Miranda, Fairbrass ,Blocked, Female, 4-10-31
215, Aron, Ternent ,Blocked, Male, 4-10-6
97, Fern, Rosas ,Blocked, Female, 4-12-14
790, Doyle, Philip ,Blocked, Male, 4-12-18
740, Ingeberg, Twitty ,Blocked, Female, 4-12-7
233, Chaddy, Gamil ,Blocked, Male, 4-4-21
763, Rebecca, Dundon ,Blocked, Female, 4-4-24
303, Emilio, Markwelley ,Blocked, Male, 4-6-12
347, Kora, Kilby ,Blocked, Female, 4-6-20
455, Ash, Erat ,Blocked, Male, 5-3-12
473, Beulah, Castro ,Blocked, Female, 5-3-28
734, Shadow, Kiehnlt ,Blocked, Male, 5-3-29
793, Janene, Bulpitt ,Blocked, Female, 5-3-32
148, Fonsie, Hinrichsen ,Blocked, Male, 5-3-32
101, Ryann, Trebble ,Blocked, Female, 5-3-8
89, Corilla, Capozzi ,Blocked, Female, 5-4-11
590, Frayda, Pirrie ,Blocked, Female, 5-4-26
761, Myles, Borer ,Blocked, Male, 5-4-27
227, Petronia, Newstead ,Blocked, Female, 5-4-34
135, Wilie, Langcaster ,Blocked, Female, 5-4-35
452, Maddie, Tavener ,Blocked, Male, 5-4-7
499, Ewan, Course ,Blocked, Male, 5-5-16
535, Jermain, Olkowicz ,Blocked, Male, 5-5-17
179, Lauritz, Robardet ,Blocked, Male, 5-5-24
159, Artur, Keeton ,Blocked, Male, 5-5-25
198, Claude, Benz ,Blocked, Female, 5-5-32
645, Rowland, Wharin ,Blocked, Male, 5-6-15
256, Pernell, Ganning ,Blocked, Male, 5-6-23
335, Gill, Paschek ,Blocked, Female, 5-7-24
470, Granger, Chadney ,Blocked, Male, 5-7-9
395, Terrill, Simpkiss ,Blocked, Male, 5-7-9
450, Viv, Barkley ,Blocked, Female, 5-8-12
52, Lyn, Tidman ,Blocked, Male, 5-8-32
858, Vergil, Bousquet ,Blocked, Male, 6-5-10
212, William, Matthensen ,Blocked, Male, 6-5-31
253, Ricoriki, Le Clercq ,Blocked, Male, 6-7-19
797, Pierre, MacAne ,Blocked, Male, 6-7-22
532, Nelson, Hafford ,Blocked, Male, 6-8-22
372, Lira, Corradetti ,Blocked, Female, 2-1-21
487, Howie, Heiton ,Blocked, Male, 2-11-24
514, Normy, Abrahamoff ,Blocked, Male, 2-2-17
66, Emlyn, Oxx ,Blocked, Male, 2-2-25
115, Iain, Gourlay ,Blocked, Male, 2-2-37
266, Anett, Iglesia ,Blocked, Female, 2-9-12
65, Raphael, Picker ,Blocked, Male, 2-9-24
335, Reina, Howe ,Blocked, Female, 2-9-8
139, Luciano, Spoure ,Blocked, Male, 3-1-35
461, Alejandro, Sigsworth ,Blocked, Male, 3-1-8
322, Fernanda, Zanussii ,Blocked, Female, 3-10-12
617, Vincent, Spykings ,Blocked, Male, 3-10-16
440, Amata, Gentner ,Blocked, Female, 3-10-20
475, Cordula, Thaxter ,Blocked, Female, 3-10-28
636, Joann, McCathay ,Blocked, Female, 3-10-32
897, Petey, Yuryichev ,Blocked, Male, 3-11-21
434, Alicia, Midlar ,Blocked, Female, 3-11-22
543, Hughie, Lendon ,Blocked, Male, 3-11-27
390, Meghann, Brookshaw ,Blocked, Female, 3-11-27
105, Dianemarie, Ordelt ,Blocked, Female, 3-11-35
194, Bran, Labet ,Blocked, Male, 3-12-12
271, Suzanna, Servis ,Blocked, Female, 3-12-16
206, Waldemar, McColley ,Blocked, Male, 3-12-28
159, Stephanie, Horsted ,Blocked, Female, 3-2-14
310, Tobey, Tunnacliffe ,Blocked, Female, 3-2-14
5, Hirsch, Wollrauch ,Blocked, Male, 3-2-15
749, Franny, Durnell ,Blocked, Female, 3-2-19
614, Merilee, Scola ,Blocked, Female, 3-2-22
422, Lilia, Ca ,Blocked, Female, 3-2-24
536, Katrine, Krzyzanowski ,Blocked, Female, 3-2-28
109, Dewie, Arrol ,Blocked, Male, 3-9-10
253, Craig, Hurich ,Blocked, Male, 3-9-14
484, Kermie, Skelhorn ,Blocked, Male, 3-9-21
165, Nobe, Smowton ,Blocked, Male, 3-9-30
768, Barny, Dongall ,Blocked, Male, 3-9-6
832, Amabel, Ruggier ,Blocked, Female, 4-10-10
694, Clayborne, Linstead ,Blocked, Male, 4-10-19
401, Dasi, Cosham ,Blocked, Female, 4-10-21
199, Miranda, Fairbrass ,Blocked, Female, 4-10-31
215, Aron, Ternent ,Blocked, Male, 4-10-6
97, Fern, Rosas ,Blocked, Female, 4-12-14
790, Doyle, Philip ,Blocked, Male, 4-12-18
740, Ingeberg, Twitty ,Blocked, Female, 4-12-7
233, Chaddy, Gamil ,Blocked, Male, 4-4-21
763, Rebecca, Dundon ,Blocked, Female, 4-4-24
303, Emilio, Markwelley ,Blocked, Male, 4-6-12
347, Kora, Kilby ,Blocked, Female, 4-6-20
455, Ash, Erat ,Blocked, Male, 5-3-12
473, Beulah, Castro ,Blocked, Female, 5-3-28
734, Shadow, Kiehnlt ,Blocked, Male, 5-3-29
793, Janene, Bulpitt ,Blocked, Female, 5-3-32
148, Fonsie, Hinrichsen ,Blocked, Male, 5-3-32
101, Ryann, Trebble ,Blocked, Female, 5-3-8
89, Corilla, Capozzi ,Blocked, Female, 5-4-11
590, Frayda, Pirrie ,Blocked, Female, 5-4-26
761, Myles, Borer ,Blocked, Male, 5-4-27
227, Petronia, Newstead ,Blocked, Female, 5-4-34
135, Wilie, Langcaster ,Blocked, Female, 5-4-35
452, Maddie, Tavener ,Blocked, Male, 5-4-7
499, Ewan, Course ,Blocked, Male, 5-5-16
535, Jermain, Olkowicz ,Blocked, Male, 5-5-17
179, Lauritz, Robardet ,Blocked, Male, 5-5-24
159, Artur, Keeton ,Blocked, Male, 5-5-25
198, Claude, Benz ,Blocked, Female, 5-5-32
645, Rowland, Wharin ,Blocked, Male, 5-6-15
256, Pernell, Ganning ,Blocked, Male, 5-6-23
335, Gill, Paschek ,Blocked, Female, 5-7-24
470, Granger, Chadney ,Blocked, Male, 5-7-9
395, Terrill, Simpkiss ,Blocked, Male, 5-7-9
450, Viv, Barkley ,Blocked, Female, 5-8-12
52, Lyn, Tidman ,Blocked, Male, 5-8-32
858, Vergil, Bousquet ,Blocked, Male, 6-5-10
212, William, Matthensen ,Blocked, Male, 6-5-31
253, Ricoriki, Le Clercq ,Blocked, Male, 6-7-19
797, Pierre, MacAne ,Blocked, Male, 6-7-22
532, Nelson, Hafford ,Blocked, Male, 6-8-22
